,group,cluster,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_CP040605.1.region011,92.0,True,"(854.28, 1880.6)","P2<br>NZ_CP040605.1.region011<br>['T1PKS', 'NRPS', 'lanthipeptide-class-i']<br>A83543A<br>0.91",BGC,854.28,1880.6,0.50
NZ_CP040605.1.region012,1.0,True,"(1473.3, 973.04)",P2<br>NZ_CP040605.1.region012<br>['NRPS']<br>atratumycin<br>0.05,BGC,1473.3,973.04,0.50
NZ_CP040605.1.region013,101.0,True,"(2485.0, 1155.3)",P2<br>NZ_CP040605.1.region013<br>['T1PKS']<br>streptovaricin<br>0.07,BGC,2485.0,1155.3,0.50
BGC0001785,101.0,True,"(2492.7, 1228.2)",BGC0001785<br>Polyketide<br>streptovaricin,MIBIG (KnownClusterBlast),2492.7,1228.2,0.50
NZ_CP040605.1.region014,26.0,True,"(1296.4, 2254.9)",P2<br>NZ_CP040605.1.region014<br>['NRPS-like']<br>tylactone<br>0.07,BGC,1296.4,2254.9,0.50
BGC0001812,26.0,True,"(1315.8, 2163.8)",BGC0001812<br>Polyketide<br>tylactone,MIBIG (BiG-SCAPE),1315.8,2163.8,0.50
NZ_CP040605.1.region017,28.0,True,"(2011.8, 488.38)",P2<br>NZ_CP040605.1.region017<br>['siderophore']<br>staphylobactin<br>0.25,BGC,2011.8,488.38,0.50
NZ_CP040605.1.region018,53.0,True,"(1105.6, 1194.1)","P2<br>NZ_CP040605.1.region018<br>['NRPS', 'T1PKS', 'NRPS-like']<br>herboxidiene<br>0.08",BGC,1105.6,1194.1,0.50
NZ_CP040605.1.region019,102.0,True,"(1101.1, 3045.4)","P2<br>NZ_CP040605.1.region019<br>['terpene', 'NRPS-like']<br>echoside A / echoside B / echoside C / echoside D / echoside E<br>0.18",BGC,1101.1,3045.4,0.50
BGC0000340,102.0,True,"(1041.6, 3005.0)",BGC0000340<br>NRP<br>echoside A;echoside B;echoside C;echoside D;echoside E,MIBIG (KnownClusterBlast),1041.6,3005.0,0.50
NZ_CP040605.1.region020,12.0,True,"(2208.8, 2351.6)",P2<br>NZ_CP040605.1.region020<br>['PKS-like']<br>kanamycin<br>0.01,BGC,2208.8,2351.6,0.50
NZ_CP040605.1.region023,12.0,True,"(2453.6, 2235.1)",P2<br>NZ_CP040605.1.region023<br>['terpene']<br>JBIR-06<br>0.22,BGC,2453.6,2235.1,0.50
NZ_CP040605.1.region024,77.0,True,"(2121.0, 2512.0)",P2<br>NZ_CP040605.1.region024<br>['T3PKS']<br>flaviolin<br>0.75,BGC,2121.0,2512.0,0.50
NZ_CP040605.1.region025,14.0,True,"(960.06, 2429.5)",P2<br>NZ_CP040605.1.region025<br>['redox-cofactor']<br>lankacidin C<br>0.20,BGC,960.06,2429.5,0.50
NZ_CP040605.1.region027,10.0,True,"(937.83, 1422.0)","P2<br>NZ_CP040605.1.region027<br>['T3PKS', 'terpene']<br>hopene<br>0.46",BGC,937.83,1422.0,0.50
NZ_CP040605.1.region028,79.0,True,"(1599.2, 1320.1)","P2<br>NZ_CP040605.1.region028<br>['hglE-KS', 'redox-cofactor']<br>R1128<br>0.21",BGC,1599.2,1320.1,0.50
BGC0000261,79.0,True,"(1679.2, 1321.0)",BGC0000261<br>Polyketide<br>R1128,MIBIG (KnownClusterBlast),1679.2,1321.0,0.50
NZ_CP040605.1.region029,89.0,True,"(1406.3, 1754.0)",P2<br>NZ_CP040605.1.region029<br>['NRPS-like']<br>napsamycin A / napsamycin B / napsamycin C / napsamycin D / mureidomycin A / mureidomycin B<br>0.14,BGC,1406.3,1754.0,0.50
BGC0000950,89.0,True,"(1336.1, 1791.9)",BGC0000950<br>NRP;Other<br>napsamycin A;napsamycin B;napsamycin C;napsamycin D;mureidomycin A;mureidomycin B,MIBIG (KnownClusterBlast),1336.1,1791.9,0.50
NZ_CP040605.1.region030,9.0,True,"(908.05, 1361.2)",P2<br>NZ_CP040605.1.region030<br>['terpene']<br>geosmin<br>1.00,BGC,908.05,1361.2,0.50
NZ_CP040605.1.region031,16.0,True,"(1522.0, 1644.0)","P2<br>NZ_CP040605.1.region031<br>['T1PKS', 'NRPS', 'terpene']<br>heat-stable antifungal factor<br>0.38",BGC,1522.0,1644.0,0.50
NZ_CP040605.1.region032,8.0,True,"(1793.2, 1573.5)","P2<br>NZ_CP040605.1.region032<br>['terpene', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1793.2,1573.5,0.50
NZ_CP040605.1.region033,22.0,True,"(1574.7, 1365.1)","P2<br>NZ_CP040605.1.region033<br>['T3PKS', 'arylpolyene']<br>kosinostatin<br>0.05",BGC,1574.7,1365.1,0.50
BGC0001073,22.0,True,"(1670.1, 1343.6)",BGC0001073<br>NRP;Polyketide<br>kosinostatin,MIBIG (KnownClusterBlast),1670.1,1343.6,0.50
NZ_JADDUE010000012.1.region001,5.0,True,"(835.04, 642.6)",P6<br>NZ_JADDUE010000012.1.region001<br>['amglyccycl']<br>cetoniacytone A<br>0.16,BGC,835.04,642.6,0.50
NZ_JADDUE010000013.1.region002,14.0,True,"(1098.2, 2393.9)",P6<br>NZ_JADDUE010000013.1.region002<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1098.2,2393.9,0.50
NZ_JADDUE010000016.1.region001,103.0,True,"(1508.4, 174.43)",P6<br>NZ_JADDUE010000016.1.region001<br>['NRPS-like']<br>frankiamicin<br>0.14,BGC,1508.4,174.43,0.50
BGC0001197,103.0,True,"(1448.8, 134.0)",BGC0001197<br>Polyketide<br>frankiamicin,MIBIG (KnownClusterBlast),1448.8,134.0,0.50
NZ_JADDUE010000018.1.region001,25.0,True,"(1488.1, 933.22)",P6<br>NZ_JADDUE010000018.1.region001<br>['siderophore']<br>ficellomycin<br>0.07,BGC,1488.1,933.22,0.50
NZ_JADDUE010000019.1.region001,8.0,True,"(1876.5, 1597.8)",P6<br>NZ_JADDUE010000019.1.region001<br>['lassopeptide']<br>anantin C<br>0.75,BGC,1876.5,1597.8,0.50
NZ_JADDUE010000001.1.region001,2.0,True,"(2024.4, 708.67)",P6<br>NZ_JADDUE010000001.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2024.4,708.67,0.50
NZ_JADDUE010000020.1.region001,104.0,True,"(1736.3, 1922.1)",P6<br>NZ_JADDUE010000020.1.region001<br>['lanthipeptide-class-i']<br>planosporicin<br>0.60,BGC,1736.3,1922.1,0.50
BGC0000544,104.0,True,"(1748.2, 2034.3)",BGC0000544<br>RiPP<br>planosporicin,MIBIG (BiG-SCAPE),1748.2,2034.3,0.50
NZ_JADDUE010000021.1.region001,105.0,True,"(3074.4, 1276.4)",P6<br>NZ_JADDUE010000021.1.region001<br>['betalactone']<br>reveromycin A<br>0.06,BGC,3074.4,1276.4,0.50
BGC0000135,105.0,True,"(3014.8, 1236.0)",BGC0000135<br>Polyketide<br>reveromycin A,MIBIG (KnownClusterBlast),3014.8,1236.0,0.50
NZ_JADDUE010000002.1.region002,18.0,True,"(1770.4, 2338.1)",P6<br>NZ_JADDUE010000002.1.region002<br>['betalactone']<br>atolypene A / atolypene B<br>0.12,BGC,1770.4,2338.1,0.50
NZ_JADDUE010000003.1.region001,10.0,True,"(921.25, 1451.7)",P6<br>NZ_JADDUE010000003.1.region001<br>['terpene']<br>hopene<br>0.38,BGC,921.25,1451.7,0.50
NZ_JADDUE010000003.1.region002,9.0,True,"(736.6, 1384.5)",P6<br>NZ_JADDUE010000003.1.region002<br>['terpene']<br>geosmin<br>1.00,BGC,736.6,1384.5,0.50
NZ_JADDUE010000003.1.region003,12.0,True,"(1053.0, 1016.8)",P6<br>NZ_JADDUE010000003.1.region003<br>['terpene']<br>SF2575<br>0.07,BGC,1053.0,1016.8,0.50
NZ_JADDUE010000004.1.region001,59.0,True,"(1499.8, 1596.5)",P6<br>NZ_JADDUE010000004.1.region001<br>['T1PKS']<br>kanglemycin A / kanglemycin V1 / kanglemycin V2<br>0.09,BGC,1499.8,1596.5,0.50
NZ_JADDUE010000004.1.region002,106.0,True,"(1021.3, 1189.7)",P6<br>NZ_JADDUE010000004.1.region002<br>['indole']<br>borregomycin A / borregomycin B / borregomycin C / borregomycin D<br>0.22,BGC,1021.3,1189.7,0.50
BGC0001335,106.0,True,"(920.99, 1120.1)",BGC0001335<br>Alkaloid<br>borregomycin A;borregomycin B;borregomycin C;borregomycin D,MIBIG (KnownClusterBlast),920.99,1120.1,0.50
NZ_JADDUE010000005.1.region001,20.0,True,"(2446.4, 1621.8)",P6<br>NZ_JADDUE010000005.1.region001<br>['terpene']<br>isorenieratene<br>0.57,BGC,2446.4,1621.8,0.50
NZ_JADDUE010000006.1.region001,1.0,True,"(1483.7, 1262.8)",P6<br>NZ_JADDUE010000006.1.region001<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1483.7,1262.8,0.50
NZ_JADDUE010000008.1.region001,7.0,True,"(2248.1, 1322.7)",P6<br>NZ_JADDUE010000008.1.region001<br>['arylpolyene']<br>oviedomycin<br>0.08,BGC,2248.1,1322.7,0.50
BGC0000253,7.0,True,"(2156.4, 1320.1)",BGC0000253<br>Polyketide<br>oviedomycin,MIBIG (BiG-SCAPE),2156.4,1320.1,0.50
NZ_JADDUE010000008.1.region002,14.0,True,"(928.41, 2460.1)",P6<br>NZ_JADDUE010000008.1.region002<br>['redox-cofactor']<br>lankacidin C<br>0.27,BGC,928.41,2460.1,0.50
NZ_JADDUE010000009.1.region001,68.0,True,"(2117.4, 2873.5)",P6<br>NZ_JADDUE010000009.1.region001<br>['amglyccycl']<br>pyralomicin 1a<br>0.19,BGC,2117.4,2873.5,0.50
NZ_CP061007.1.region002,107.0,True,"(2505.4, 875.94)","P2<br>NZ_CP061007.1.region002<br>['T3PKS', 'arylpolyene']<br>virginiamycin S1<br>0.17",BGC,2505.4,875.94,0.50
BGC0001116,107.0,True,"(2557.0, 840.94)",BGC0001116<br>NRP;Polyketide<br>virginiamycin S1,MIBIG (KnownClusterBlast),2557.0,840.94,0.50
NZ_CP061007.1.region003,28.0,True,"(2056.2, 457.76)",P2<br>NZ_CP061007.1.region003<br>['siderophore']<br>staphylobactin<br>0.25,BGC,2056.2,457.76,0.50
NZ_CP061007.1.region005,108.0,True,"(2293.5, 330.77)",P2<br>NZ_CP061007.1.region005<br>['NRPS']<br>ansacarbamitocin A<br>0.03,BGC,2293.5,330.77,0.50
BGC0002011,108.0,True,"(2215.5, 279.0)",BGC0002011<br>Polyketide<br>ansacarbamitocin A,MIBIG (KnownClusterBlast),2215.5,279.0,0.50
NZ_CP061007.1.region006,92.0,True,"(981.76, 1778.0)","P2<br>NZ_CP061007.1.region006<br>['T1PKS', 'transAT-PKS']<br>A83543A<br>2.35",BGC,981.76,1778.0,0.50
NZ_CP061007.1.region007,67.0,True,"(1581.0, 1975.0)",P2<br>NZ_CP061007.1.region007<br>['NRPS']<br>thiazostatin / watasemycin A / watasemycin B / 2-hydroxyphenylthiazoline enantiopyochelin / isopyochelin<br>0.20,BGC,1581.0,1975.0,0.50
NZ_CP061007.1.region008,1.0,True,"(1432.7, 966.85)",P2<br>NZ_CP061007.1.region008<br>['NRPS']<br>atratumycin<br>0.05,BGC,1432.7,966.85,0.50
NZ_CP061007.1.region009,95.0,True,"(1430.1, 2918.0)",P2<br>NZ_CP061007.1.region009<br>['phenazine']<br>pyocyanine<br>0.57,BGC,1430.1,2918.0,0.50
NZ_CP061007.1.region011,8.0,True,"(1945.2, 1712.2)","P2<br>NZ_CP061007.1.region011<br>['ranthipeptide', 'indole']<br>fortimicin<br>0.05",BGC,1945.2,1712.2,0.50
NZ_CP061007.1.region012,12.0,True,"(1058.3, 1000.0)",P2<br>NZ_CP061007.1.region012<br>['terpene']<br>SF2575<br>0.07,BGC,1058.3,1000.0,0.50
NZ_CP061007.1.region013,2.0,True,"(2118.1, 772.2)",P2<br>NZ_CP061007.1.region013<br>['ectoine']<br>ectoine<br>1.00,BGC,2118.1,772.2,0.50
NZ_CP061007.1.region014,32.0,True,"(1282.2, 1404.6)","P2<br>NZ_CP061007.1.region014<br>['PKS-like', 'T1PKS', 'NRPS']<br>nataxazole<br>0.19",BGC,1282.2,1404.6,0.50
NZ_CP061007.1.region015,1.0,True,"(1430.5, 1262.4)",P2<br>NZ_CP061007.1.region015<br>['NRPS']<br>pepticinnamin E<br>0.07,BGC,1430.5,1262.4,0.50
NZ_CP061007.1.region016,14.0,True,"(1014.2, 2333.8)",P2<br>NZ_CP061007.1.region016<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1014.2,2333.8,0.50
NZ_CP061007.1.region018,88.0,True,"(1550.5, 1753.9)","P2<br>NZ_CP061007.1.region018<br>['PKS-like', 'lanthipeptide-class-i']<br>platensimycin / platencin<br>0.11",BGC,1550.5,1753.9,0.50
NZ_CP061007.1.region019,109.0,True,"(656.06, 1977.9)",P2<br>NZ_CP061007.1.region019<br>['T1PKS']<br>abyssomicin C / atrop-abyssomicin C<br>0.11,BGC,656.06,1977.9,0.50
BGC0000001,109.0,True,"(652.71, 1903.0)",BGC0000001<br>Polyketide<br>abyssomicin C;atrop-abyssomicin C,MIBIG (KnownClusterBlast),652.71,1903.0,0.50
NZ_CP061007.1.region020,89.0,True,"(1385.4, 1840.9)",P2<br>NZ_CP061007.1.region020<br>['NRPS-like']<br>napsamycin A / napsamycin B / napsamycin C / napsamycin D / mureidomycin A / mureidomycin B<br>0.14,BGC,1385.4,1840.9,0.50
NZ_CP061007.1.region023,94.0,True,"(748.93, 2880.6)",P2<br>NZ_CP061007.1.region023<br>['NRPS']<br>coelibactin<br>0.91,BGC,748.93,2880.6,0.50
NZ_CP061007.1.region025,110.0,True,"(2960.5, 2824.8)","P2<br>NZ_CP061007.1.region025<br>['amglyccycl', 'NRPS-like']<br>anthramycin<br>0.08",BGC,2960.5,2824.8,0.50
BGC0000303,110.0,True,"(2882.5, 2773.0)",BGC0000303<br>NRP<br>anthramycin,MIBIG (KnownClusterBlast),2882.5,2773.0,0.50
NZ_CP061007.1.region026,10.0,True,"(942.89, 1176.1)",P2<br>NZ_CP061007.1.region026<br>['arylpolyene']<br>A54145<br>0.03,BGC,942.89,1176.1,0.50
NZ_CP061007.1.region027,14.0,True,"(1105.8, 2480.4)",P2<br>NZ_CP061007.1.region027<br>['redox-cofactor']<br>lankacidin C<br>0.20,BGC,1105.8,2480.4,0.50
NZ_CP061007.1.region028,77.0,True,"(2201.8, 2588.7)",P2<br>NZ_CP061007.1.region028<br>['T3PKS']<br>flaviolin<br>0.75,BGC,2201.8,2588.7,0.50
NZ_CP061007.1.region029,12.0,True,"(2373.9, 2184.4)",P2<br>NZ_CP061007.1.region029<br>['terpene']<br>JBIR-06<br>0.22,BGC,2373.9,2184.4,0.50
NZ_CP061007.1.region031,10.0,True,"(883.61, 1459.0)","P2<br>NZ_CP061007.1.region031<br>['T3PKS', 'terpene']<br>hopene<br>0.46",BGC,883.61,1459.0,0.50
NZ_CP061007.1.region032,9.0,True,"(878.59, 1372.9)",P2<br>NZ_CP061007.1.region032<br>['terpene']<br>geosmin<br>1.00,BGC,878.59,1372.9,0.50
NZ_CP061007.1.region033,16.0,True,"(1429.7, 1628.4)","P2<br>NZ_CP061007.1.region033<br>['NRPS', 'T1PKS']<br>heat-stable antifungal factor<br>0.38",BGC,1429.7,1628.4,0.50
NZ_CP061007.1.region034,15.0,True,"(897.75, 1243.8)",P2<br>NZ_CP061007.1.region034<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,897.75,1243.8,0.50
NZ_CP061007.1.region035,8.0,True,"(1794.8, 1596.9)","P2<br>NZ_CP061007.1.region035<br>['terpene', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1794.8,1596.9,0.50
NZ_CP061007.1.region036,22.0,True,"(1535.3, 1462.0)",P2<br>NZ_CP061007.1.region036<br>['T3PKS']<br>branched-chain fatty acids<br>0.50,BGC,1535.3,1462.0,0.50
NZ_PJNB01000001.1.region001,2.0,True,"(2139.2, 761.41)",P2<br>NZ_PJNB01000001.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2139.2,761.41,0.50
NZ_PJNB01000001.1.region002,32.0,True,"(1315.6, 1444.4)","P2<br>NZ_PJNB01000001.1.region002<br>['PKS-like', 'T1PKS', 'NRPS']<br>nataxazole<br>0.19",BGC,1315.6,1444.4,0.50
NZ_PJNB01000001.1.region003,1.0,True,"(1444.6, 1245.2)",P2<br>NZ_PJNB01000001.1.region003<br>['NRPS']<br>pepticinnamin E<br>0.07,BGC,1444.6,1245.2,0.50
NZ_PJNB01000001.1.region004,14.0,True,"(1035.9, 2366.5)",P2<br>NZ_PJNB01000001.1.region004<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1035.9,2366.5,0.50
NZ_PJNB01000001.1.region006,88.0,True,"(1531.0, 1798.6)","P2<br>NZ_PJNB01000001.1.region006<br>['PKS-like', 'lanthipeptide-class-i']<br>platensimycin / platencin<br>0.11",BGC,1531.0,1798.6,0.50
NZ_PJNB01000001.1.region007,109.0,True,"(595.9, 1951.6)",P2<br>NZ_PJNB01000001.1.region007<br>['T1PKS']<br>abyssomicin C / atrop-abyssomicin C<br>0.11,BGC,595.9,1951.6,0.50
NZ_PJNB01000001.1.region008,89.0,True,"(1371.5, 1820.1)",P2<br>NZ_PJNB01000001.1.region008<br>['NRPS-like']<br>napsamycin A / napsamycin B / napsamycin C / napsamycin D / mureidomycin A / mureidomycin B<br>0.14,BGC,1371.5,1820.1,0.50
NZ_PJNB01000001.1.region011,94.0,True,"(740.9, 2838.6)",P2<br>NZ_PJNB01000001.1.region011<br>['NRPS']<br>coelibactin<br>0.91,BGC,740.9,2838.6,0.50
NZ_PJNB01000001.1.region013,110.0,True,"(2886.9, 2842.6)","P2<br>NZ_PJNB01000001.1.region013<br>['amglyccycl', 'NRPS-like']<br>anthramycin<br>0.08",BGC,2886.9,2842.6,0.50
NZ_PJNB01000001.1.region014,10.0,True,"(1021.8, 1220.6)",P2<br>NZ_PJNB01000001.1.region014<br>['arylpolyene']<br>A54145<br>0.03,BGC,1021.8,1220.6,0.50
NZ_PJNB01000001.1.region015,14.0,True,"(1122.4, 2420.1)",P2<br>NZ_PJNB01000001.1.region015<br>['redox-cofactor']<br>lankacidin C<br>0.20,BGC,1122.4,2420.1,0.50
NZ_PJNB01000001.1.region016,77.0,True,"(2166.2, 2672.7)",P2<br>NZ_PJNB01000001.1.region016<br>['T3PKS']<br>flaviolin<br>0.75,BGC,2166.2,2672.7,0.50
NZ_PJNB01000001.1.region017,12.0,True,"(2391.6, 2254.4)",P2<br>NZ_PJNB01000001.1.region017<br>['terpene']<br>JBIR-06<br>0.22,BGC,2391.6,2254.4,0.50
NZ_PJNB01000001.1.region019,10.0,True,"(889.02, 1430.2)","P2<br>NZ_PJNB01000001.1.region019<br>['T3PKS', 'terpene']<br>hopene<br>0.46",BGC,889.02,1430.2,0.50
NZ_PJNB01000001.1.region020,9.0,True,"(813.89, 1391.2)",P2<br>NZ_PJNB01000001.1.region020<br>['terpene']<br>geosmin<br>1.00,BGC,813.89,1391.2,0.50
NZ_PJNB01000001.1.region021,16.0,True,"(1376.2, 1681.5)","P2<br>NZ_PJNB01000001.1.region021<br>['T1PKS', 'NRPS']<br>heat-stable antifungal factor<br>0.38",BGC,1376.2,1681.5,0.50
NZ_PJNB01000001.1.region022,15.0,True,"(857.02, 1182.2)",P2<br>NZ_PJNB01000001.1.region022<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,857.02,1182.2,0.50
NZ_PJNB01000001.1.region023,8.0,True,"(1761.0, 1612.8)","P2<br>NZ_PJNB01000001.1.region023<br>['terpene', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1761.0,1612.8,0.50
NZ_PJNB01000001.1.region024,22.0,True,"(1573.7, 1465.3)",P2<br>NZ_PJNB01000001.1.region024<br>['T3PKS']<br>branched-chain fatty acids<br>0.50,BGC,1573.7,1465.3,0.50
NZ_PJNB01000001.1.region027,107.0,True,"(2506.2, 801.0)","P2<br>NZ_PJNB01000001.1.region027<br>['T3PKS', 'arylpolyene']<br>virginiamycin S1<br>0.17",BGC,2506.2,801.0,0.50
NZ_PJNB01000001.1.region028,28.0,True,"(2087.1, 475.53)",P2<br>NZ_PJNB01000001.1.region028<br>['siderophore']<br>staphylobactin<br>0.25,BGC,2087.1,475.53,0.50
NZ_PJNB01000001.1.region030,108.0,True,"(2219.9, 348.63)",P2<br>NZ_PJNB01000001.1.region030<br>['NRPS']<br>ansacarbamitocin A<br>0.03,BGC,2219.9,348.63,0.50
NZ_PJNB01000001.1.region031,92.0,True,"(921.95, 1924.2)",P2<br>NZ_PJNB01000001.1.region031<br>['T1PKS']<br>A83543A<br>1.00,BGC,921.95,1924.2,0.50
NZ_PJNB01000001.1.region032,67.0,True,"(1617.7, 1972.9)",P2<br>NZ_PJNB01000001.1.region032<br>['NRPS']<br>thiazostatin / watasemycin A / watasemycin B / 2-hydroxyphenylthiazoline enantiopyochelin / isopyochelin<br>0.20,BGC,1617.7,1972.9,0.50
NZ_PJNB01000001.1.region033,1.0,True,"(1451.2, 953.76)",P2<br>NZ_PJNB01000001.1.region033<br>['NRPS']<br>atratumycin<br>0.05,BGC,1451.2,953.76,0.50
NZ_PJNB01000001.1.region034,95.0,True,"(1443.7, 3006.2)",P2<br>NZ_PJNB01000001.1.region034<br>['phenazine']<br>pyocyanine<br>0.57,BGC,1443.7,3006.2,0.50
NZ_PJNB01000001.1.region036,8.0,True,"(1914.4, 1727.0)","P2<br>NZ_PJNB01000001.1.region036<br>['ranthipeptide', 'indole']<br>fortimicin<br>0.05",BGC,1914.4,1727.0,0.50
NZ_PJNB01000001.1.region037,12.0,True,"(1024.8, 1033.7)",P2<br>NZ_PJNB01000001.1.region037<br>['terpene']<br>SF2575<br>0.07,BGC,1024.8,1033.7,0.50
NZ_GL877878.1.region001,10.0,True,"(869.54, 1436.4)","P2<br>NZ_GL877878.1.region001<br>['terpene', 'T3PKS']<br>hopene<br>0.46",BGC,869.54,1436.4,0.50
NZ_GL877878.1.region003,12.0,True,"(2405.9, 2158.0)",P2<br>NZ_GL877878.1.region003<br>['terpene']<br>JBIR-06<br>0.22,BGC,2405.9,2158.0,0.50
NZ_GL877878.1.region004,77.0,True,"(2193.5, 2632.0)",P2<br>NZ_GL877878.1.region004<br>['T3PKS']<br>flaviolin<br>0.75,BGC,2193.5,2632.0,0.50
NZ_GL877878.1.region005,14.0,True,"(1130.0, 2453.8)",P2<br>NZ_GL877878.1.region005<br>['redox-cofactor']<br>lankacidin C<br>0.20,BGC,1130.0,2453.8,0.50
NZ_GL877878.1.region006,10.0,True,"(956.47, 1141.2)",P2<br>NZ_GL877878.1.region006<br>['arylpolyene']<br>A54145<br>0.03,BGC,956.47,1141.2,0.50
NZ_GL877878.1.region007,32.0,True,"(1287.6, 1390.1)","P2<br>NZ_GL877878.1.region007<br>['NRPS', 'T1PKS', 'PKS-like']<br>nataxazole<br>0.19",BGC,1287.6,1390.1,0.50
NZ_GL877878.1.region008,1.0,True,"(1425.7, 1254.1)",P2<br>NZ_GL877878.1.region008<br>['NRPS']<br>pepticinnamin E<br>0.07,BGC,1425.7,1254.1,0.50
NZ_GL877878.1.region009,1.0,True,"(1484.3, 956.21)",P2<br>NZ_GL877878.1.region009<br>['NRPS']<br>atratumycin<br>0.08,BGC,1484.3,956.21,0.50
NZ_GL877878.1.region010,109.0,True,"(597.48, 2029.5)",P2<br>NZ_GL877878.1.region010<br>['T1PKS']<br>BE-14106<br>0.21,BGC,597.48,2029.5,0.50
BGC0000029,109.0,True,"(632.42, 2100.7)",BGC0000029<br>Polyketide<br>BE-14106,MIBIG (KnownClusterBlast),632.42,2100.7,0.50
NZ_GL877878.1.region011,88.0,True,"(1565.7, 1745.3)","P2<br>NZ_GL877878.1.region011<br>['lanthipeptide-class-i', 'PKS-like']<br>platensimycin / platencin<br>0.11",BGC,1565.7,1745.3,0.50
NZ_GL877878.1.region013,14.0,True,"(992.31, 2361.0)",P2<br>NZ_GL877878.1.region013<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,992.31,2361.0,0.50
NZ_GL877879.1.region002,22.0,True,"(1530.7, 1419.7)",P2<br>NZ_GL877879.1.region002<br>['T3PKS']<br>branched-chain fatty acids<br>0.75,BGC,1530.7,1419.7,0.50
NZ_GL877879.1.region003,2.0,True,"(2125.1, 750.56)",P2<br>NZ_GL877879.1.region003<br>['ectoine']<br>ectoine<br>1.00,BGC,2125.1,750.56,0.50
NZ_GL877879.1.region004,92.0,True,"(844.3, 1786.9)","P2<br>NZ_GL877879.1.region004<br>['NRPS', 'T1PKS']<br>A83543A<br>1.26",BGC,844.3,1786.9,0.50
NZ_GL877879.1.region006,8.0,True,"(1942.9, 1694.9)","P2<br>NZ_GL877879.1.region006<br>['ranthipeptide', 'indole']<br>fortimicin<br>0.05",BGC,1942.9,1694.9,0.50
NZ_GL877879.1.region007,12.0,True,"(1101.0, 987.95)",P2<br>NZ_GL877879.1.region007<br>['terpene']<br>SF2575<br>0.07,BGC,1101.0,987.95,0.50
NZ_GL877879.1.region008,95.0,True,"(1420.0, 2952.2)",P2<br>NZ_GL877879.1.region008<br>['phenazine']<br>pyocyanine<br>0.57,BGC,1420.0,2952.2,0.50
NZ_GL877879.1.region010,9.0,True,"(877.15, 1334.0)",P2<br>NZ_GL877879.1.region010<br>['terpene']<br>geosmin<br>1.00,BGC,877.15,1334.0,0.50
NZ_GL877879.1.region011,16.0,True,"(1402.6, 1706.4)","P2<br>NZ_GL877879.1.region011<br>['NRPS', 'T1PKS']<br>heat-stable antifungal factor<br>0.38",BGC,1402.6,1706.4,0.50
NZ_GL877879.1.region012,15.0,True,"(909.6, 1235.3)",P2<br>NZ_GL877879.1.region012<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,909.6,1235.3,0.50
NZ_GL877879.1.region013,8.0,True,"(1756.2, 1642.2)","P2<br>NZ_GL877879.1.region013<br>['terpene', 'lipolanthine', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1756.2,1642.2,0.50
NZ_GL877881.1.region002,107.0,True,"(2464.7, 862.83)","P2<br>NZ_GL877881.1.region002<br>['T3PKS', 'arylpolyene']<br>virginiamycin S1<br>0.17",BGC,2464.7,862.83,0.50
NZ_GL877881.1.region003,28.0,True,"(1998.9, 516.68)",P2<br>NZ_GL877881.1.region003<br>['siderophore']<br>staphylobactin<br>0.25,BGC,1998.9,516.68,0.50
NZ_GL877881.1.region005,108.0,True,"(2268.2, 296.6)",P2<br>NZ_GL877881.1.region005<br>['NRPS']<br>ansacarbamitocin A<br>0.04,BGC,2268.2,296.6,0.50
NZ_GL877882.1.region002,94.0,True,"(770.36, 2917.1)",P2<br>NZ_GL877882.1.region002<br>['NRPS']<br>coelibactin<br>1.00,BGC,770.36,2917.1,0.50
NZ_GL877882.1.region003,111.0,True,"(2838.1, 1904.1)",P2<br>NZ_GL877882.1.region003<br>['CDPS']<br>olimycin A / olimycin B<br>0.06,BGC,2838.1,1904.1,0.50
BGC0001719,111.0,True,"(2881.5, 1845.0)",BGC0001719<br>Polyketide<br>olimycin A;olimycin B,MIBIG (KnownClusterBlast),2881.5,1845.0,0.50
