,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_FNVB01000002.1.region008,"(2651.6, 1010.2)",P1<br>NZ_FNVB01000002.1.region008<br>['terpene']<br>neoantimycin<br>0.20<br>GCF_4,BGC < 40% similarity,2651.6,1010.2,0.30
NZ_FNVB01000002.1.region009,"(1651.1, 2517.9)",P1<br>NZ_FNVB01000002.1.region009<br>['T3PKS']<br>alkyl-O-dihydrogeranyl-methoxyhydroquinones<br>0.57<br>GCF_119,BGC < 80% similarity,1651.1,2517.9,0.30
NZ_FNVB01000002.1.region010,"(2956.9, 1849.5)",P1<br>NZ_FNVB01000002.1.region010<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_5,BGC < 40% similarity,2956.9,1849.5,0.30
NZ_FNVB01000013.1.region001,"(722.07, 642.88)",P1<br>NZ_FNVB01000013.1.region001<br>['lassopeptide']<br>SSV-2083<br>0.18<br>GCF_48,BGC < 40% similarity,722.07,642.88,0.30
NZ_FNVB01000014.1.region001,"(1465.3, 1806.4)",P1<br>NZ_FNVB01000014.1.region001<br>['terpene']<br>geosmin<br>1.00<br>GCF_30,BGC >= 80% similarity,1465.3,1806.4,0.30
NZ_JACHIW010000001.1.region001,"(1252.4, 1620.8)",P4<br>NZ_JACHIW010000001.1.region001<br>['lassopeptide']<br>herboxidiene<br>0.03<br>GCF_207,BGC < 40% similarity,1252.4,1620.8,0.30
NZ_JACHIW010000001.1.region002,"(1228.5, 1428.8)",P4<br>NZ_JACHIW010000001.1.region002<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1228.5,1428.8,0.30
NZ_JACHIW010000001.1.region003,"(1904.6, 1325.5)",P4<br>NZ_JACHIW010000001.1.region003<br>['NRPS']<br>pepticinnamin E<br>0.07<br>GCF_262,BGC < 40% similarity,1904.6,1325.5,0.30
NZ_JACHIW010000001.1.region004,"(1784.0, 1338.5)",P4<br>NZ_JACHIW010000001.1.region004<br>['NRPS']<br>atratumycin<br>0.05<br>GCF_263,BGC < 40% similarity,1784.0,1338.5,0.30
NZ_JACHIW010000001.1.region006,"(2181.6, 869.16)",P4<br>NZ_JACHIW010000001.1.region006<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,2181.6,869.16,0.30
NZ_JACHIW010000001.1.region011,"(3061.1, 2163.2)",P4<br>NZ_JACHIW010000001.1.region011<br>['terpene']<br>xiamycin A<br>0.18<br>GCF_307,BGC < 40% similarity,3061.1,2163.2,0.30
BGC0000666,"(3105.0, 2220.6)","BGC0000666<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>T<br>e<br>r<br>p<br>e<br>n<br>e<br>'<br>,<br> <br>'<br>x<br>i<br>a<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3105.0,2220.6,0.30
NZ_JACHIW010000001.1.region012,"(940.62, 1486.0)","P4<br>NZ_JACHIW010000001.1.region012<br>['ranthipeptide', 'NRPS', 'NRPS-like', 'T2PKS']<br>steffimycin D<br>0.17<br>GCF_158",BGC < 40% similarity,940.62,1486.0,0.30
BGC0000273,"(870.38, 1443.8)","BGC0000273<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>;<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>s<br>t<br>e<br>f<br>f<br>i<br>m<br>y<br>c<br>i<br>n<br> <br>D<br>'<br>]<br>)",MIBIG (KnownClusterBlast),870.38,1443.8,0.30
NZ_JACHIW010000001.1.region013,"(3216.1, 2291.6)","P4<br>NZ_JACHIW010000001.1.region013<br>['T1PKS', 'PKS-like']<br>maklamicin<br>0.04<br>GCF_297",BGC < 40% similarity,3216.1,2291.6,0.30
BGC0001288,"(3287.3, 2281.0)","BGC0001288<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>m<br>a<br>k<br>l<br>a<br>m<br>i<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3287.3,2281.0,0.30
NZ_JACHIW010000001.1.region014,"(1279.0, 1534.8)",P4<br>NZ_JACHIW010000001.1.region014<br>['T1PKS']<br>herboxidiene<br>0.06<br>GCF_270,BGC < 40% similarity,1279.0,1534.8,0.30
NZ_JACHIW010000001.1.region016,"(1558.2, 1706.1)","P4<br>NZ_JACHIW010000001.1.region016<br>['indole', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_156",BGC >= 80% similarity,1558.2,1706.1,0.30
NZ_JACHIW010000001.1.region017,"(1461.5, 1787.3)",P4<br>NZ_JACHIW010000001.1.region017<br>['terpene']<br>geosmin<br>1.00<br>GCF_318,BGC >= 80% similarity,1461.5,1787.3,0.30
NZ_JACHIW010000002.1.region001,"(2844.1, 183.64)",P4<br>NZ_JACHIW010000002.1.region001<br>['T2PKS']<br>mithramycin<br>0.23<br>GCF_291,BGC < 40% similarity,2844.1,183.64,0.30
BGC0000247,"(2915.3, 173.0)","BGC0000247<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>;<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>m<br>i<br>t<br>h<br>r<br>a<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2915.3,173.0,0.30
NZ_JACHIW010000002.1.region002,"(2949.5, 1566.9)",P4<br>NZ_JACHIW010000002.1.region002<br>['siderophore']<br>staphylobactin<br>0.25<br>GCF_164,P4 | BGC (Staphylobactin),2949.5,1566.9,0.30
NZ_JACHIW010000002.1.region003,"(2328.2, 677.47)",P4<br>NZ_JACHIW010000002.1.region003<br>['T3PKS']<br>flaviolin<br>0.75<br>GCF_296,BGC < 80% similarity,2328.2,677.47,0.30
NZ_JACHIW010000002.1.region004,"(2634.5, 1026.4)",P4<br>NZ_JACHIW010000002.1.region004<br>['terpene']<br>neoantimycin<br>0.20<br>GCF_4,BGC < 40% similarity,2634.5,1026.4,0.30
NZ_JACHIW010000002.1.region005,"(3247.1, 1640.6)",P4<br>NZ_JACHIW010000002.1.region005<br>['nucleoside']<br>puromycin<br>0.75<br>GCF_181,BGC < 80% similarity,3247.1,1640.6,0.30
BGC0000878,"(3318.3, 1630.0)","BGC0000878<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>'<br>,<br> <br>'<br>p<br>u<br>r<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3318.3,1630.0,0.30
NZ_JACHIW010000002.1.region006,"(1449.4, 1668.7)","P4<br>NZ_JACHIW010000002.1.region006<br>['NRPS-like', 'indole', 'NRPS', 'arylpolyene']<br>glycinocin A<br>0.14<br>GCF_107",BGC < 40% similarity,1449.4,1668.7,0.30
NZ_JACHIW010000002.1.region007,"(2844.0, 1738.1)",P4<br>NZ_JACHIW010000002.1.region007<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_144,BGC < 40% similarity,2844.0,1738.1,0.30
NZ_JACHIW010000002.1.region008,"(1604.1, 3097.6)","P4<br>NZ_JACHIW010000002.1.region008<br>['T1PKS', 'lassopeptide']<br>streptoseomycin<br>0.63<br>GCF_134",BGC < 80% similarity,1604.1,3097.6,0.30
BGC0001784,"(1675.3, 3087.0)","BGC0001784<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>s<br>t<br>r<br>e<br>p<br>t<br>o<br>s<br>e<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1675.3,3087.0,0.30
NZ_JACHIW010000002.1.region009,"(1511.1, 2995.5)","P4<br>NZ_JACHIW010000002.1.region009<br>['amglyccycl', 'terpene']<br>paromomycin<br>0.33<br>GCF_141",BGC < 40% similarity,1511.1,2995.5,0.30
BGC0000712,"(1555.1, 2938.2)","BGC0000712<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>a<br>r<br>o<br>m<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1555.1,2938.2,0.30
NZ_JACHIW010000002.1.region010,"(2162.1, 152.64)",P4<br>NZ_JACHIW010000002.1.region010<br>['T1PKS']<br>rifamycin<br>0.13<br>GCF_271,BGC < 40% similarity,2162.1,152.64,0.30
BGC0000137,"(2233.3, 142.0)","BGC0000137<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>r<br>i<br>f<br>a<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2233.3,142.0,0.30
NZ_JACHIW010000002.1.region011,"(1760.3, 1699.6)","P4<br>NZ_JACHIW010000002.1.region011<br>['PKS-like', 'T1PKS', 'NRPS', 'transAT-PKS-like']<br>nataxazole<br>0.19<br>GCF_236",BGC < 40% similarity,1760.3,1699.6,0.30
NZ_JACHIW010000002.1.region013,"(3247.1, 152.64)",P4<br>NZ_JACHIW010000002.1.region013<br>['T1PKS']<br>aculeximycin<br>0.06<br>GCF_268,BGC < 40% similarity,3247.1,152.64,0.30
BGC0000002,"(3318.3, 142.0)","BGC0000002<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>a<br>c<br>u<br>l<br>e<br>x<br>i<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3318.3,142.0,0.30
NZ_JACHIW010000002.1.region014,"(829.08, 928.06)","P4<br>NZ_JACHIW010000002.1.region014<br>['NRPS', 'phosphonate', 'oligosaccharide']<br>daptomycin<br>0.03<br>GCF_143",BGC < 40% similarity,829.08,928.06,0.30
BGC0000336,"(833.85, 1007.7)","BGC0000336<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>d<br>a<br>p<br>t<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),833.85,1007.7,0.30
NZ_JACHIW010000002.1.region015,"(1598.8, 2122.8)",P4<br>NZ_JACHIW010000002.1.region015<br>['terpene']<br>2-methylisoborneol<br>1.00<br>GCF_310,BGC >= 80% similarity,1598.8,2122.8,0.30
NZ_JACHIW010000003.1.region001,"(1381.9, 2000.9)",P4<br>NZ_JACHIW010000003.1.region001<br>['terpene']<br>hopene<br>0.38<br>GCF_6,BGC < 40% similarity,1381.9,2000.9,0.30
NZ_JACHIW010000003.1.region003,"(2875.1, 2483.1)","P4<br>NZ_JACHIW010000003.1.region003<br>['NRPS', 'PKS-like', 'T1PKS']<br>calicheamicin<br>0.03<br>GCF_235",BGC < 40% similarity,2875.1,2483.1,0.30
NZ_JACHIW010000004.1.region001,"(1945.1, 2991.2)",P4<br>NZ_JACHIW010000004.1.region001<br>['T1PKS']<br>esmeraldin<br>0.08<br>GCF_274,BGC < 40% similarity,1945.1,2991.2,0.30
NZ_CP031142.1.region002,"(1910.3, 1563.1)",P2<br>NZ_CP031142.1.region002<br>['terpene']<br>branched-chain fatty acids<br>0.75<br>GCF_312,BGC < 80% similarity,1910.3,1563.1,0.30
NZ_CP031142.1.region003,"(1636.1, 1730.0)",P2<br>NZ_CP031142.1.region003<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_208,BGC >= 80% similarity,1636.1,1730.0,0.30
NZ_CP031142.1.region004,"(2644.0, 2235.1)",P2<br>NZ_CP031142.1.region004<br>['terpene']<br>brasilicardin A<br>0.38<br>GCF_327,BGC < 40% similarity,2644.0,2235.1,0.30
NZ_CP031142.1.region005,"(1576.3, 2120.1)",P2<br>NZ_CP031142.1.region005<br>['terpene']<br>2-methylisoborneol<br>1.00<br>GCF_324,BGC >= 80% similarity,1576.3,2120.1,0.30
NZ_CP031142.1.region006,"(2014.9, 1889.6)","P2<br>NZ_CP031142.1.region006<br>['NRPS', 'T1PKS']<br>pactamides<br>0.33<br>GCF_239",BGC < 40% similarity,2014.9,1889.6,0.30
NZ_CP031142.1.region007,"(3001.5, 1496.3)",P2<br>NZ_CP031142.1.region007<br>['siderophore']<br>staphylobactin<br>0.25<br>GCF_16,P2 | BGC (Staphylobactin),3001.5,1496.3,0.30
NZ_CP031142.1.region008,"(1242.0, 1650.9)",P2<br>NZ_CP031142.1.region008<br>['NRPS']<br>herboxidiene<br>0.04<br>GCF_247,BGC < 40% similarity,1242.0,1650.9,0.30
NZ_CP031142.1.region009,"(2022.5, 1748.7)",P2<br>NZ_CP031142.1.region009<br>['PKS-like']<br>platensimycin / platencin<br>0.08<br>GCF_292,BGC < 40% similarity,2022.5,1748.7,0.30
BGC0001140,"(2107.8, 1793.3)","BGC0001140<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>T<br>e<br>r<br>p<br>e<br>n<br>e<br>'<br>,<br> <br>'<br>p<br>l<br>a<br>t<br>e<br>n<br>s<br>i<br>m<br>y<br>c<br>i<br>n<br>;<br>p<br>l<br>a<br>t<br>e<br>n<br>c<br>i<br>n<br>;<br>t<br>h<br>i<br>o<br>p<br>l<br>a<br>t<br>e<br>n<br>s<br>i<br>m<br>y<br>c<br>i<br>n<br>;<br>t<br>h<br>i<br>o<br>p<br>l<br>a<br>t<br>e<br>n<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2107.8,1793.3,0.30
NZ_CP031142.1.region010,"(2899.2, 1715.4)",P2<br>NZ_CP031142.1.region010<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_126,BGC < 40% similarity,2899.2,1715.4,0.30
NZ_CP031142.1.region011,"(1321.2, 1939.4)","P2<br>NZ_CP031142.1.region011<br>['terpene', 'T3PKS']<br>hopene<br>0.46<br>GCF_150",BGC < 80% similarity,1321.2,1939.4,0.30
NZ_CP031142.1.region014,"(2679.3, 969.65)",P2<br>NZ_CP031142.1.region014<br>['terpene']<br>JBIR-06<br>0.22<br>GCF_4,BGC < 40% similarity,2679.3,969.65,0.30
NZ_CP031142.1.region015,"(2290.8, 672.59)",P2<br>NZ_CP031142.1.region015<br>['T3PKS']<br>flaviolin<br>0.75<br>GCF_294,BGC < 80% similarity,2290.8,672.59,0.30
NZ_CP031142.1.region017,"(2967.1, 1781.2)",P2<br>NZ_CP031142.1.region017<br>['redox-cofactor']<br>lankacidin C<br>0.20<br>GCF_184,BGC < 40% similarity,2967.1,1781.2,0.30
NZ_CP031142.1.region019,"(719.29, 2953.9)",P2<br>NZ_CP031142.1.region019<br>['NRPS-like']<br>A54145<br>0.03<br>GCF_254,BGC < 40% similarity,719.29,2953.9,0.30
BGC0000291,"(771.16, 2889.5)","BGC0000291<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>A<br>5<br>4<br>1<br>4<br>5<br>'<br>]<br>)",MIBIG (KnownClusterBlast),771.16,2889.5,0.30
NZ_CP031142.1.region020,"(2100.7, 1999.2)",P2<br>NZ_CP031142.1.region020<br>['NRPS-like']<br>malacidin A / malacidin B<br>0.10<br>GCF_53,BGC < 40% similarity,2100.7,1999.2,0.30
BGC0001448,"(2178.1, 2041.7)","BGC0001448<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>m<br>a<br>l<br>a<br>c<br>i<br>d<br>i<br>n<br> <br>A<br>;<br>m<br>a<br>l<br>a<br>c<br>i<br>d<br>i<br>n<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2178.1,2041.7,0.30
NZ_CP031142.1.region021,"(1492.3, 1767.9)","P2<br>NZ_CP031142.1.region021<br>['terpene', 'betalactone']<br>geosmin<br>1.00<br>GCF_142",BGC >= 80% similarity,1492.3,1767.9,0.30
NZ_CP031142.1.region022,"(715.38, 2831.0)","P2<br>NZ_CP031142.1.region022<br>['LAP', 'thiopeptide']<br>A54145<br>0.03<br>GCF_109",BGC < 40% similarity,715.38,2831.0,0.30
NZ_CP031142.1.region023,"(198.49, 772.64)","P2<br>NZ_CP031142.1.region023<br>['terpene', 'ectoine']<br>showdomycin<br>0.24<br>GCF_168",BGC < 40% similarity,198.49,772.64,0.30
BGC0001778,"(269.7, 762.0)","BGC0001778<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>'<br>,<br> <br>'<br>s<br>h<br>o<br>w<br>d<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),269.7,762.0,0.30
NZ_CP031142.1.region025,"(897.27, 2231.7)","P2<br>NZ_CP031142.1.region025<br>['NRPS-like', 'T1PKS', 'NRPS']<br>sceliphrolactam<br>0.12<br>GCF_241",BGC < 40% similarity,897.27,2231.7,0.30
BGC0001770,"(968.0, 2273.4)","BGC0001770<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>s<br>c<br>e<br>l<br>i<br>p<br>h<br>r<br>o<br>l<br>a<br>c<br>t<br>a<br>m<br>'<br>]<br>)",MIBIG (KnownClusterBlast),968.0,2273.4,0.30
NZ_CP031142.1.region026,"(1301.7, 758.01)","P2<br>NZ_CP031142.1.region026<br>['NRPS', 'hglE-KS', 'T1PKS', 'CDPS', 'oligosaccharide']<br>A83543A<br>0.91<br>GCF_185",BGC >= 80% similarity,1301.7,758.01,0.30
BGC0000148,"(1364.5, 806.9)","BGC0000148<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>A<br>8<br>3<br>5<br>4<br>3<br>A<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1364.5,806.9,0.30
NZ_CP031142.1.region027,"(960.66, 853.36)","P2<br>NZ_CP031142.1.region027<br>['terpene', 'RRE-containing', 'other', 'phosphonate', 'NRPS-like', 'NRPS']<br>stenothricin<br>0.32<br>GCF_40",BGC < 40% similarity,960.66,853.36,0.30
BGC0000431,"(1031.5, 886.12)","BGC0000431<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>s<br>t<br>e<br>n<br>o<br>t<br>h<br>r<br>i<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1031.5,886.12,0.30
NZ_CP031142.1.region029,"(2473.6, 235.0)",P2<br>NZ_CP031142.1.region029<br>['NRPS']<br>coelibactin<br>0.91<br>GCF_56,BGC >= 80% similarity,2473.6,235.0,0.30
BGC0000324,"(2520.8, 263.39)","BGC0000324<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>c<br>o<br>e<br>l<br>i<br>b<br>a<br>c<br>t<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2520.8,263.39,0.30
NZ_CP031142.1.region032,"(1632.8, 1437.2)",P2<br>NZ_CP031142.1.region032<br>['NRPS']<br>actinomycin D<br>0.07<br>GCF_111,BGC < 40% similarity,1632.8,1437.2,0.30
NZ_CP031142.1.region033,"(322.49, 268.45)",P2<br>NZ_CP031142.1.region033<br>['phenazine']<br>pyocyanine<br>0.57<br>GCF_15,BGC < 80% similarity,322.49,268.45,0.30
BGC0000936,"(403.94, 275.74)","BGC0000936<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>'<br>,<br> <br>'<br>p<br>y<br>o<br>c<br>y<br>a<br>n<br>i<br>n<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),403.94,275.74,0.30
NZ_CP031142.1.region034,"(2178.7, 773.34)",P2<br>NZ_CP031142.1.region034<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,2178.7,773.34,0.30
NZ_CP031142.1.region036,"(1235.1, 1415.4)",P2<br>NZ_CP031142.1.region036<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1235.1,1415.4,0.30
NZ_CP031142.1.region037,"(2973.8, 1812.6)",P2<br>NZ_CP031142.1.region037<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_135,BGC < 40% similarity,2973.8,1812.6,0.30
NZ_RSAA01000010.1.region002,"(2630.4, 1312.1)",P5<br>NZ_RSAA01000010.1.region002<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_323,BGC < 80% similarity,2630.4,1312.1,0.30
NZ_RSAA01000004.1.region001,"(1807.8, 1409.9)",P5<br>NZ_RSAA01000004.1.region001<br>['NRPS']<br>pepticinnamin E<br>0.07<br>GCF_3,BGC < 40% similarity,1807.8,1409.9,0.30
NZ_RSAA01000005.1.region001,"(1277.3, 1932.3)",P5<br>NZ_RSAA01000005.1.region001<br>['terpene']<br>hopene<br>0.38<br>GCF_67,BGC < 40% similarity,1277.3,1932.3,0.30
NZ_RSAA01000005.1.region002,"(1480.7, 1774.0)",P5<br>NZ_RSAA01000005.1.region002<br>['terpene']<br>geosmin<br>1.00<br>GCF_69,BGC >= 80% similarity,1480.7,1774.0,0.30
NZ_RSAA01000006.1.region001,"(1750.6, 987.22)",P5<br>NZ_RSAA01000006.1.region001<br>['siderophore']<br>ficellomycin<br>0.07<br>GCF_166,BGC < 40% similarity,1750.6,987.22,0.30
NZ_RSAA01000007.1.region001,"(2803.7, 1816.7)",P5<br>NZ_RSAA01000007.1.region001<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_36,BGC < 40% similarity,2803.7,1816.7,0.30
NZ_RSAA01000007.1.region003,"(1232.7, 1366.0)",P5<br>NZ_RSAA01000007.1.region003<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1232.7,1366.0,0.30
NZ_RSAA01000009.1.region001,"(2121.3, 744.32)",P5<br>NZ_RSAA01000009.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,2121.3,744.32,0.30
NZ_CP102826.1.region001,"(2209.0, 900.75)",P3<br>NZ_CP102826.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,2209.0,900.75,0.30
NZ_CP102826.1.region003,"(1716.6, 1319.5)",P3<br>NZ_CP102826.1.region003<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.17<br>GCF_3,BGC < 40% similarity,1716.6,1319.5,0.30
NZ_CP102826.1.region005,"(1856.3, 1662.8)","P3<br>NZ_CP102826.1.region005<br>['T2PKS', 'hglE-KS']<br>granaticin<br>0.41<br>GCF_289",BGC < 80% similarity,1856.3,1662.8,0.30
BGC0000227,"(1913.9, 1666.1)","BGC0000227<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>g<br>r<br>a<br>n<br>a<br>t<br>i<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1913.9,1666.1,0.30
NZ_CP102826.1.region006,"(1660.6, 1653.0)",P3<br>NZ_CP102826.1.region006<br>['terpene']<br>geosmin<br>1.00<br>GCF_308,BGC >= 80% similarity,1660.6,1653.0,0.30
NZ_CP102826.1.region007,"(1579.2, 2870.0)",P3<br>NZ_CP102826.1.region007<br>['NRPS-like']<br>paromomycin<br>0.05<br>GCF_243,BGC < 40% similarity,1579.2,2870.0,0.30
NZ_CP102826.1.region008,"(3002.9, 2457.1)","P3<br>NZ_CP102826.1.region008<br>['PKS-like', 'lanthipeptide-class-i']<br>calicheamicin<br>0.03<br>GCF_160",BGC < 40% similarity,3002.9,2457.1,0.30
NZ_CP102826.1.region009,"(2590.6, 1009.8)",P3<br>NZ_CP102826.1.region009<br>['terpene']<br>neoantimycin<br>0.20<br>GCF_4,BGC < 40% similarity,2590.6,1009.8,0.30
NZ_CP102826.1.region010,"(2337.5, 59.639)",P3<br>NZ_CP102826.1.region010<br>['lanthipeptide-class-i']<br>gentamicin<br>0.05<br>GCF_206,BGC < 40% similarity,2337.5,59.639,0.30
BGC0000696,"(2408.7, 49.0)","BGC0000696<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>g<br>e<br>n<br>t<br>a<br>m<br>i<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2408.7,49.0,0.30
NZ_CP102826.1.region011,"(2918.6, 1739.9)",P3<br>NZ_CP102826.1.region011<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_165,BGC < 40% similarity,2918.6,1739.9,0.30
NZ_CP102826.1.region012,"(2054.4, 1843.8)",P3<br>NZ_CP102826.1.region012<br>['T1PKS']<br>versipelostatin<br>0.20<br>GCF_277,BGC < 40% similarity,2054.4,1843.8,0.30
BGC0001204,"(2158.6, 1879.2)","BGC0001204<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>v<br>e<br>r<br>s<br>i<br>p<br>e<br>l<br>o<br>s<br>t<br>a<br>t<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2158.6,1879.2,0.30
NZ_CP102826.1.region013,"(1819.0, 1735.0)","P3<br>NZ_CP102826.1.region013<br>['NRPS', 'indole']<br>methylpendolmycin / pendolmycin<br>0.43<br>GCF_136",BGC < 80% similarity,1819.0,1735.0,0.30
