,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_JACHIW010000002.1.region010,"(388.08, 1768.6)",P4<br>NZ_JACHIW010000002.1.region010<br>['T1PKS']<br>auroramycin<br>0.09<br>GCF_133,BGC < 40% similarity,388.08,1768.6,0.30
BGC0001522,"(459.29, 1758.0)","BGC0001522<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>a<br>u<br>r<br>o<br>r<br>a<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),459.29,1758.0,0.30
NZ_JACHIW010000002.1.region011,"(1594.1, 1873.2)","P4<br>NZ_JACHIW010000002.1.region011<br>['PKS-like', 'T1PKS', 'NRPS', 'transAT-PKS-like']<br>nataxazole<br>0.19<br>GCF_236",BGC < 40% similarity,1594.1,1873.2,0.30
NZ_JACHIW010000002.1.region013,"(388.08, 268.64)",P4<br>NZ_JACHIW010000002.1.region013<br>['T1PKS']<br>pentamycin<br>0.13<br>GCF_128,BGC < 40% similarity,388.08,268.64,0.30
BGC0002032,"(459.29, 258.0)","BGC0002032<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>e<br>n<br>t<br>a<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),459.29,258.0,0.30
NZ_JACHIW010000002.1.region014,"(2668.1, 1793.9)","P4<br>NZ_JACHIW010000002.1.region014<br>['NRPS', 'phosphonate', 'oligosaccharide']<br>daptomycin<br>0.03<br>GCF_211",BGC < 40% similarity,2668.1,1793.9,0.30
BGC0000336,"(2663.4, 1873.5)","BGC0000336<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>d<br>a<br>p<br>t<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2663.4,1873.5,0.30
NZ_JACHIW010000002.1.region015,"(2050.2, 1615.1)",P4<br>NZ_JACHIW010000002.1.region015<br>['terpene']<br>2-methylisoborneol<br>1.00<br>GCF_377,BGC >= 80% similarity,2050.2,1615.1,0.30
NZ_JACHIW010000003.1.region001,"(2010.8, 1295.0)",P4<br>NZ_JACHIW010000003.1.region001<br>['terpene']<br>hopene<br>0.38<br>GCF_5,BGC < 40% similarity,2010.8,1295.0,0.30
NZ_JACHIW010000003.1.region003,"(1858.1, 533.48)","P4<br>NZ_JACHIW010000003.1.region003<br>['NRPS', 'PKS-like', 'T1PKS']<br>calicheamicin<br>0.03<br>GCF_227",BGC < 40% similarity,1858.1,533.48,0.30
BGC0000033,"(1902.1, 476.15)","BGC0000033<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>c<br>a<br>l<br>i<br>c<br>h<br>e<br>a<br>m<br>i<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1902.1,476.15,0.30
NZ_JACHIW010000004.1.region001,"(778.08, 3052.2)",P4<br>NZ_JACHIW010000004.1.region001<br>['T1PKS']<br>esmeraldin<br>0.08<br>GCF_130,BGC < 40% similarity,778.08,3052.2,0.30
NZ_CP031142.1.region002,"(1690.8, 1824.6)",P2<br>NZ_CP031142.1.region002<br>['terpene']<br>branched-chain fatty acids<br>0.75<br>GCF_354,BGC < 80% similarity,1690.8,1824.6,0.30
NZ_CP031142.1.region003,"(1384.7, 2120.4)",P2<br>NZ_CP031142.1.region003<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_320,P2 | BGC (Erythreapeptin),1384.7,2120.4,0.30
NZ_CP031142.1.region004,"(2975.3, 1096.4)",P2<br>NZ_CP031142.1.region004<br>['terpene']<br>brasilicardin A<br>0.38<br>GCF_381,BGC < 40% similarity,2975.3,1096.4,0.30
NZ_CP031142.1.region005,"(2024.9, 1610.6)",P2<br>NZ_CP031142.1.region005<br>['terpene']<br>2-methylisoborneol<br>1.00<br>GCF_360,BGC >= 80% similarity,2024.9,1610.6,0.30
NZ_CP031142.1.region006,"(1493.6, 2187.1)","P2<br>NZ_CP031142.1.region006<br>['NRPS', 'T1PKS']<br>pactamides<br>0.33<br>GCF_234",BGC < 40% similarity,1493.6,2187.1,0.30
NZ_CP031142.1.region007,"(814.52, 1871.3)",P2<br>NZ_CP031142.1.region007<br>['siderophore']<br>staphylobactin<br>0.25<br>GCF_11,BGC < 40% similarity,814.52,1871.3,0.30
NZ_CP031142.1.region008,"(1406.9, 1403.2)",P2<br>NZ_CP031142.1.region008<br>['NRPS']<br>herboxidiene<br>0.04<br>GCF_281,BGC < 40% similarity,1406.9,1403.2,0.30
NZ_CP031142.1.region009,"(1768.3, 2070.7)",P2<br>NZ_CP031142.1.region009<br>['PKS-like']<br>platensimycin / platencin<br>0.08<br>GCF_242,BGC < 40% similarity,1768.3,2070.7,0.30
BGC0001140,"(1818.4, 2152.2)","BGC0001140<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>T<br>e<br>r<br>p<br>e<br>n<br>e<br>'<br>,<br> <br>'<br>p<br>l<br>a<br>t<br>e<br>n<br>s<br>i<br>m<br>y<br>c<br>i<br>n<br>;<br>p<br>l<br>a<br>t<br>e<br>n<br>c<br>i<br>n<br>;<br>t<br>h<br>i<br>o<br>p<br>l<br>a<br>t<br>e<br>n<br>s<br>i<br>m<br>y<br>c<br>i<br>n<br>;<br>t<br>h<br>i<br>o<br>p<br>l<br>a<br>t<br>e<br>n<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1818.4,2152.2,0.30
NZ_CP031142.1.region010,"(2091.9, 2565.5)",P2<br>NZ_CP031142.1.region010<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_313,BGC < 40% similarity,2091.9,2565.5,0.30
NZ_CP031142.1.region011,"(1898.7, 1247.8)","P2<br>NZ_CP031142.1.region011<br>['terpene', 'T3PKS']<br>hopene<br>0.46<br>GCF_172",BGC < 80% similarity,1898.7,1247.8,0.30
NZ_CP031142.1.region014,"(2177.8, 1802.1)",P2<br>NZ_CP031142.1.region014<br>['terpene']<br>JBIR-06<br>0.22<br>GCF_3,BGC < 40% similarity,2177.8,1802.1,0.30
NZ_CP031142.1.region015,"(1923.8, 776.59)",P2<br>NZ_CP031142.1.region015<br>['T3PKS']<br>flaviolin<br>0.75<br>GCF_251,BGC < 80% similarity,1923.8,776.59,0.30
NZ_CP031142.1.region017,"(2293.0, 2599.7)",P2<br>NZ_CP031142.1.region017<br>['redox-cofactor']<br>lankacidin C<br>0.20<br>GCF_339,BGC < 40% similarity,2293.0,2599.7,0.30
NZ_CP031142.1.region019,"(2460.0, 1016.9)",P2<br>NZ_CP031142.1.region019<br>['NRPS-like']<br>A54145<br>0.03<br>GCF_278,BGC < 40% similarity,2460.0,1016.9,0.30
NZ_CP031142.1.region020,"(1706.7, 2341.0)",P2<br>NZ_CP031142.1.region020<br>['NRPS-like']<br>malacidin A / malacidin B<br>0.10<br>GCF_33,BGC < 40% similarity,1706.7,2341.0,0.30
BGC0001448,"(1714.6, 2428.4)","BGC0001448<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>m<br>a<br>l<br>a<br>c<br>i<br>d<br>i<br>n<br> <br>A<br>;<br>m<br>a<br>l<br>a<br>c<br>i<br>d<br>i<br>n<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1714.6,2428.4,0.30
NZ_CP031142.1.region021,"(2077.5, 1467.1)","P2<br>NZ_CP031142.1.region021<br>['terpene', 'betalactone']<br>geosmin<br>1.00<br>GCF_179",BGC >= 80% similarity,2077.5,1467.1,0.30
NZ_CP031142.1.region022,"(2326.3, 1023.3)","P2<br>NZ_CP031142.1.region022<br>['LAP', 'thiopeptide']<br>A54145<br>0.03<br>GCF_117",BGC < 40% similarity,2326.3,1023.3,0.30
NZ_CP031142.1.region023,"(3466.5, 1408.6)","P2<br>NZ_CP031142.1.region023<br>['terpene', 'ectoine']<br>showdomycin<br>0.24<br>GCF_178",BGC < 40% similarity,3466.5,1408.6,0.30
BGC0001778,"(3537.7, 1398.0)","BGC0001778<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>'<br>,<br> <br>'<br>s<br>h<br>o<br>w<br>d<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3537.7,1398.0,0.30
NZ_CP031142.1.region025,"(2736.3, 2767.7)","P2<br>NZ_CP031142.1.region025<br>['NRPS-like', 'T1PKS', 'NRPS']<br>sceliphrolactam<br>0.12<br>GCF_230",BGC < 40% similarity,2736.3,2767.7,0.30
BGC0001770,"(2807.0, 2809.4)","BGC0001770<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>s<br>c<br>e<br>l<br>i<br>p<br>h<br>r<br>o<br>l<br>a<br>c<br>t<br>a<br>m<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2807.0,2809.4,0.30
NZ_CP031142.1.region026,"(1366.5, 755.72)","P2<br>NZ_CP031142.1.region026<br>['NRPS', 'hglE-KS', 'T1PKS', 'CDPS', 'oligosaccharide']<br>A83543A<br>0.91<br>GCF_154",BGC >= 80% similarity,1366.5,755.72,0.30
BGC0000148,"(1440.8, 788.76)","BGC0000148<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>A<br>8<br>3<br>5<br>4<br>3<br>A<br>'<br>]<br>)",MIBIG (BiG-SCAPE),1440.8,788.76,0.30
NZ_CP031142.1.region027,"(2807.5, 1735.1)","P2<br>NZ_CP031142.1.region027<br>['terpene', 'RRE-containing', 'other', 'phosphonate', 'NRPS-like', 'NRPS']<br>stenothricin<br>0.32<br>GCF_20",BGC < 40% similarity,2807.5,1735.1,0.30
BGC0000431,"(2874.1, 1775.9)","BGC0000431<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>s<br>t<br>e<br>n<br>o<br>t<br>h<br>r<br>i<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2874.1,1775.9,0.30
NZ_CP031142.1.region029,"(479.64, 348.0)",P2<br>NZ_CP031142.1.region029<br>['NRPS']<br>coelibactin<br>0.91<br>GCF_32,BGC >= 80% similarity,479.64,348.0,0.30
BGC0000324,"(526.83, 376.39)","BGC0000324<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>c<br>o<br>e<br>l<br>i<br>b<br>a<br>c<br>t<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),526.83,376.39,0.30
NZ_CP031142.1.region032,"(1431.1, 1647.7)",P2<br>NZ_CP031142.1.region032<br>['NRPS']<br>glidobactin<br>0.11<br>GCF_114,BGC < 40% similarity,1431.1,1647.7,0.30
BGC0000997,"(1346.3, 1606.2)","BGC0000997<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>g<br>l<br>i<br>d<br>o<br>b<br>a<br>c<br>t<br>i<br>n<br>;<br>g<br>l<br>i<br>d<br>o<br>b<br>a<br>c<br>t<br>i<br>n<br> <br>B<br>;<br>g<br>l<br>i<br>d<br>o<br>b<br>a<br>c<br>t<br>i<br>n<br> <br>C<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1346.3,1606.2,0.30
NZ_CP031142.1.region033,"(2296.5, 3232.4)",P2<br>NZ_CP031142.1.region033<br>['phenazine']<br>pyocyanine<br>0.57<br>GCF_10,BGC < 80% similarity,2296.5,3232.4,0.30
BGC0000936,"(2377.9, 3239.7)","BGC0000936<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>'<br>,<br> <br>'<br>p<br>y<br>o<br>c<br>y<br>a<br>n<br>i<br>n<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2377.9,3239.7,0.30
NZ_CP031142.1.region034,"(1005.1, 825.23)",P2<br>NZ_CP031142.1.region034<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,1005.1,825.23,0.30
NZ_CP031142.1.region036,"(1521.9, 1137.8)",P2<br>NZ_CP031142.1.region036<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1521.9,1137.8,0.30
NZ_CP031142.1.region037,"(2288.5, 2626.3)",P2<br>NZ_CP031142.1.region037<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_308,BGC < 40% similarity,2288.5,2626.3,0.30
NZ_RSAA01000010.1.region002,"(2355.1, 1691.8)",P5<br>NZ_RSAA01000010.1.region002<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_352,BGC < 80% similarity,2355.1,1691.8,0.30
NZ_RSAA01000004.1.region001,"(1513.8, 1766.4)",P5<br>NZ_RSAA01000004.1.region001<br>['NRPS']<br>bacillibactin<br>0.15<br>GCF_4,BGC < 40% similarity,1513.8,1766.4,0.30
NZ_RSAA01000005.1.region001,"(2012.1, 1217.9)",P5<br>NZ_RSAA01000005.1.region001<br>['terpene']<br>hopene<br>0.38<br>GCF_45,BGC < 40% similarity,2012.1,1217.9,0.30
NZ_RSAA01000005.1.region002,"(2053.7, 1390.8)",P5<br>NZ_RSAA01000005.1.region002<br>['terpene']<br>geosmin<br>1.00<br>GCF_41,BGC >= 80% similarity,2053.7,1390.8,0.30
NZ_RSAA01000006.1.region001,"(1021.0, 1698.8)",P5<br>NZ_RSAA01000006.1.region001<br>['siderophore']<br>ficellomycin<br>0.07<br>GCF_185,BGC < 40% similarity,1021.0,1698.8,0.30
NZ_RSAA01000007.1.region001,"(2251.5, 2674.5)",P5<br>NZ_RSAA01000007.1.region001<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_34,BGC < 40% similarity,2251.5,2674.5,0.30
NZ_RSAA01000007.1.region003,"(1504.5, 1137.8)",P5<br>NZ_RSAA01000007.1.region003<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1504.5,1137.8,0.30
NZ_RSAA01000009.1.region001,"(941.4, 802.6)",P5<br>NZ_RSAA01000009.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,941.4,802.6,0.30
NZ_CP102826.1.region001,"(1037.1, 946.58)",P3<br>NZ_CP102826.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,1037.1,946.58,0.30
NZ_CP102826.1.region003,"(1393.2, 1713.2)",P3<br>NZ_CP102826.1.region003<br>['NRPS']<br>bacillibactin<br>0.15<br>GCF_4,BGC < 40% similarity,1393.2,1713.2,0.30
NZ_CP102826.1.region005,"(1659.6, 1921.7)","P3<br>NZ_CP102826.1.region005<br>['T2PKS', 'hglE-KS']<br>granaticin<br>0.41<br>GCF_254",BGC < 80% similarity,1659.6,1921.7,0.30
BGC0000227,"(1716.6, 1942.4)","BGC0000227<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>g<br>r<br>a<br>n<br>a<br>t<br>i<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1716.6,1942.4,0.30
NZ_CP102826.1.region006,"(1857.6, 1659.4)",P3<br>NZ_CP102826.1.region006<br>['terpene']<br>geosmin<br>1.00<br>GCF_383,BGC >= 80% similarity,1857.6,1659.4,0.30
NZ_CP102826.1.region007,"(3466.5, 1498.6)",P3<br>NZ_CP102826.1.region007<br>['NRPS-like']<br>paromomycin<br>0.05<br>GCF_274,BGC < 40% similarity,3466.5,1498.6,0.30
BGC0000712,"(3537.7, 1488.0)","BGC0000712<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>a<br>r<br>o<br>m<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3537.7,1488.0,0.30
NZ_CP102826.1.region008,"(1926.2, 408.0)","P3<br>NZ_CP102826.1.region008<br>['PKS-like', 'lanthipeptide-class-i']<br>calicheamicin<br>0.03<br>GCF_205",P3 | lanthipeptide BGC,1926.2,408.0,0.30
NZ_CP102826.1.region009,"(2163.1, 1771.5)",P3<br>NZ_CP102826.1.region009<br>['terpene']<br>neoantimycin<br>0.20<br>GCF_3,BGC < 40% similarity,2163.1,1771.5,0.30
NZ_CP102826.1.region010,"(3466.5, 1798.6)",P3<br>NZ_CP102826.1.region010<br>['lanthipeptide-class-i']<br>gentamicin<br>0.05<br>GCF_338,P3 | lanthipeptide BGC,3466.5,1798.6,0.30
BGC0000696,"(3537.7, 1788.0)","BGC0000696<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>g<br>e<br>n<br>t<br>a<br>m<br>i<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3537.7,1788.0,0.30
NZ_CP102826.1.region011,"(2275.6, 2567.7)",P3<br>NZ_CP102826.1.region011<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_317,BGC < 40% similarity,2275.6,2567.7,0.30
NZ_CP102826.1.region012,"(1564.1, 2219.5)",P3<br>NZ_CP102826.1.region012<br>['T1PKS']<br>α-lipomycin<br>0.27<br>GCF_144,BGC < 40% similarity,1564.1,2219.5,0.30
BGC0001003,"(1538.7, 2317.5)","BGC0001003<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>;<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>α<br>-<br>l<br>i<br>p<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1538.7,2317.5,0.30
NZ_CP102826.1.region013,"(1624.2, 1978.5)","P3<br>NZ_CP102826.1.region013<br>['NRPS', 'indole']<br>methylpendolmycin / pendolmycin<br>0.43<br>GCF_195",BGC < 80% similarity,1624.2,1978.5,0.30
BGC0000391,"(1716.6, 2051.4)","BGC0000391<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>m<br>e<br>t<br>h<br>y<br>l<br>p<br>e<br>n<br>d<br>o<br>l<br>m<br>y<br>c<br>i<br>n<br>;<br>p<br>e<br>n<br>d<br>o<br>l<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1716.6,2051.4,0.30
NZ_CP102826.1.region014,"(3466.5, 2878.6)",P3<br>NZ_CP102826.1.region014<br>['other']<br>mitomycin<br>0.44<br>GCF_207,BGC < 80% similarity,3466.5,2878.6,0.30
BGC0000915,"(3537.7, 2868.0)","BGC0000915<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>'<br>,<br> <br>'<br>m<br>i<br>t<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3537.7,2868.0,0.30
NZ_CP102826.1.region015,"(1952.9, 1217.9)",P3<br>NZ_CP102826.1.region015<br>['terpene']<br>hopene<br>0.46<br>GCF_372,BGC < 80% similarity,1952.9,1217.9,0.30
NZ_CP102826.1.region018,"(1591.5, 1146.3)",P3<br>NZ_CP102826.1.region018<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1591.5,1146.3,0.30
NZ_CP040605.1.region002,"(2263.3, 2540.9)",P2<br>NZ_CP040605.1.region002<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_39,BGC < 40% similarity,2263.3,2540.9,0.30
NZ_CP040605.1.region003,"(1530.5, 1151.8)",P2<br>NZ_CP040605.1.region003<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1530.5,1151.8,0.30
NZ_CP040605.1.region005,"(1056.3, 873.43)",P2<br>NZ_CP040605.1.region005<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,1056.3,873.43,0.30
NZ_CP040605.1.region006,"(2377.8, 3185.4)","P2<br>NZ_CP040605.1.region006<br>['phenazine', 'terpene']<br>pyocyanine<br>0.57<br>GCF_10",BGC < 80% similarity,2377.8,3185.4,0.30
NZ_CP040605.1.region007,"(1450.5, 1635.5)",P2<br>NZ_CP040605.1.region007<br>['NRPS']<br>lysocin<br>0.10<br>GCF_114,BGC < 40% similarity,1450.5,1635.5,0.30
BGC0001657,"(1365.4, 1587.7)","BGC0001657<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>l<br>y<br>s<br>o<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1365.4,1587.7,0.30
NZ_CP040605.1.region008,"(766.49, 3266.2)","P2<br>NZ_CP040605.1.region008<br>['NRPS', 'terpene']<br>tiancilactone<br>0.09<br>GCF_173",BGC < 40% similarity,766.49,3266.2,0.30
BGC0002019,"(810.38, 3323.6)","BGC0002019<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>T<br>e<br>r<br>p<br>e<br>n<br>e<br>'<br>,<br> <br>'<br>t<br>i<br>a<br>n<br>c<br>i<br>l<br>a<br>c<br>t<br>o<br>n<br>e<br> <br>A<br>;<br>t<br>i<br>a<br>n<br>c<br>i<br>l<br>a<br>c<br>t<br>o<br>n<br>e<br> <br>B<br>;<br>t<br>i<br>a<br>n<br>c<br>i<br>l<br>a<br>c<br>t<br>o<br>n<br>e<br> <br>C<br>;<br>t<br>i<br>a<br>n<br>c<br>i<br>l<br>a<br>c<br>t<br>o<br>n<br>e<br> <br>D<br>;<br>t<br>i<br>a<br>n<br>c<br>i<br>l<br>a<br>c<br>t<br>o<br>n<br>e<br> <br>E<br>;<br>t<br>i<br>a<br>n<br>c<br>i<br>l<br>a<br>c<br>t<br>o<br>n<br>e<br> <br>F<br>;<br>t<br>i<br>a<br>n<br>c<br>i<br>l<br>a<br>c<br>t<br>o<br>n<br>e<br> <br>G<br>;<br>t<br>i<br>a<br>n<br>c<br>i<br>l<br>a<br>c<br>t<br>o<br>n<br>e<br> <br>H<br>'<br>]<br>)",MIBIG (KnownClusterBlast),810.38,3323.6,0.30
NZ_CP040605.1.region010,"(2370.6, 1675.8)",P2<br>NZ_CP040605.1.region010<br>['terpene']<br>isorenieratene<br>0.71<br>GCF_378,BGC < 80% similarity,2370.6,1675.8,0.30
NZ_CP040605.1.region011,"(1410.0, 713.57)","P2<br>NZ_CP040605.1.region011<br>['T1PKS', 'NRPS', 'lanthipeptide-class-i']<br>A83543A<br>0.91<br>GCF_171",P2 | lanthipeptide BGC,1410.0,713.57,0.30
NZ_CP040605.1.region012,"(1247.8, 1617.6)",P2<br>NZ_CP040605.1.region012<br>['NRPS']<br>atratumycin<br>0.05<br>GCF_286,BGC < 40% similarity,1247.8,1617.6,0.30
NZ_CP040605.1.region013,"(2626.5, 2875.7)",P2<br>NZ_CP040605.1.region013<br>['T1PKS']<br>streptovaricin<br>0.07<br>GCF_135,BGC < 40% similarity,2626.5,2875.7,0.30
BGC0001785,"(2585.2, 2936.0)","BGC0001785<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>s<br>t<br>r<br>e<br>p<br>t<br>o<br>v<br>a<br>r<br>i<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2585.2,2936.0,0.30
NZ_CP040605.1.region014,"(3466.5, 3388.6)",P2<br>NZ_CP040605.1.region014<br>['NRPS-like']<br>tylactone<br>0.07<br>GCF_287,BGC < 40% similarity,3466.5,3388.6,0.30
BGC0001812,"(3537.7, 3378.0)","BGC0001812<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>t<br>y<br>l<br>a<br>c<br>t<br>o<br>n<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3537.7,3378.0,0.30
NZ_CP040605.1.region017,"(759.97, 1799.3)",P2<br>NZ_CP040605.1.region017<br>['siderophore']<br>staphylobactin<br>0.25<br>GCF_11,BGC < 40% similarity,759.97,1799.3,0.30
NZ_CP040605.1.region018,"(1634.8, 1389.0)","P2<br>NZ_CP040605.1.region018<br>['NRPS', 'T1PKS', 'NRPS-like']<br>herboxidiene<br>0.08<br>GCF_226",BGC < 40% similarity,1634.8,1389.0,0.30
NZ_CP040605.1.region019,"(3106.5, 3388.6)","P2<br>NZ_CP040605.1.region019<br>['terpene', 'NRPS-like']<br>echoside A / echoside B / echoside C / echoside D / echoside E<br>0.18<br>GCF_187",BGC < 40% similarity,3106.5,3388.6,0.30
