feat_id,file_id,seq_id,start,end,strand,type,introns,parent_ids,source,score,phase,name,protocluster_number,tool,a_stool,product,cutoff,neighbourhood,category,contig_edge,core_location,detection_rule,candidate_cluster_number,kind,protoclusters,detection_rules,label,subregion_number,rules,subregion_numbers,candidate_cluster_numbers,region_number,locus_tag.x,dbxref,function,transl_table,gene_kind,gene_functions,sec_met_domain,protein_id,note,a_s_tool,prepeptide,peptide,molecular_weight,core_sequence,leader_sequence,alternative_weights,predicted_class,leader_location,monoisotopic_mass,inference,ec_number,nrps_pks,a_s_domain,detection,database,evalue,protein_start,domain_id,protein_end,domain_subtype,specificity,estimated_length,gap_type,linkage_evidence,geom_id,cluster_id,cluster_n,locus_tag.y,cluster_label
cds-IHGEIAOG_47640,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,4207,4497,+,CDS,,,NA,NA,0,catC,NA,NA,NA,Muconolactone Delta-isomerase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47640,COG:COG4829,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P95609",5.3.3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47640,cog_160,1,IHGEIAOG_47640,rare
cds-IHGEIAOG_47650,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,4534,5778,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47650,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1025:diguanylate cyclase (Score: 168.7%3b E-value:4.7e-51),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47650,cog_161,1,IHGEIAOG_47650,rare
cds-IHGEIAOG_47660,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,5976,6635,+,CDS,,,NA,NA,0,vldH,NA,NA,NA,Validoxylamine A 7'-phosphate phosphatase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47660,NA,NA,11,biosynthetic-additional,"biosynthetic-additional (smcogs)SMCOG1115:HAD-superfamily hydrolase, subfamily IA, variant(Score: 171.1%3b E-value: 4.3e-52)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q15JF8",3.1.3.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47660,cog_162,1,IHGEIAOG_47660,rare
cds-IHGEIAOG_47670,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,6859,7182,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47670,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47670,cog_163,1,IHGEIAOG_47670,rare
cds-IHGEIAOG_47680,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,7367,8431,+,CDS,,,NA,NA,0,yajO_5,NA,NA,NA,1-deoxyxylulose-5-phosphate synthase YajO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47680,COG:COG0667,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1039:aldo/keto reductase family oxidoreductase (Score:333.8%3b E-value: 1.5e-101),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P77735",1.1.-.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47680,cog_70,2,IHGEIAOG_47680,rare
cds-IHGEIAOG_47690,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,8498,9985,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47690,COG:COG0645,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WLN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47690,cog_164,1,IHGEIAOG_47690,rare
cds-IHGEIAOG_47700,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,10001,13114,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47700,NA,NA,11,biosynthetic,"biosynthetic (rule-based-clusters)lanthipeptide-class-ii: DUF4135,biosynthetic (rule-based-clusters)lanthipeptide-class-ii: LANC_like,biosynthetic-additional (smcogs)SMCOG1070:lanthionine synthetase C family protein (Score:706.2%3b E-value: 1.1e-213)","LANC_like (E-value: 1.6e-33, bitscore:114.7, seeds: 47, tool: rule-based-clusters),DUF4135 (E-value: 7.2e-85, bitscore:284.1, seeds: 79, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47700,cog_165,1,IHGEIAOG_47700,rare
cds-IHGEIAOG_47710,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,13181,13330,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47710,NA,NA,11,biosynthetic-additional,biosynthetic-additional (lanthipeptides)predicted lanthipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47710,cog_166,1,IHGEIAOG_47710,rare
cds-IHGEIAOG_47720,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,13496,15022,-,CDS,,,NA,NA,0,fprB,NA,NA,NA,putative ferredoxin/ferredoxin--NADP reductase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47720,COG:COG0493,NA,11,other,other (smcogs) SMCOG1285:ferredoxin fdxC(Score: 648.9%3b E-value: 6.2e-197),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WJI1",1.18.1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47720,cog_167,1,IHGEIAOG_47720,rare
cds-IHGEIAOG_47730,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,15027,15944,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47730,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47730,cog_168,1,IHGEIAOG_47730,rare
cds-IHGEIAOG_47740,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,16187,16594,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47740,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47740,cog_170,1,IHGEIAOG_47740,rare
cds-IHGEIAOG_47750,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,16663,16941,-,CDS,,,NA,NA,0,proA_2,NA,NA,NA,4-hydroxy-4-methyl-2-oxoglutaratealdolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47750,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9AQI0",4.1.3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47750,cog_171,1,IHGEIAOG_47750,rare
cds-IHGEIAOG_47760,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,17001,17468,+,CDS,,,NA,NA,0,idnD_1,NA,NA,NA,L-idonate 5-dehydrogenase (NAD(P)(+)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47760,COG:COG1063,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1040:alcohol dehydrogenase (Score: 91.1%3b E-value:1.1e-27),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P39346",1.1.1.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47760,cog_172,1,IHGEIAOG_47760,rare
cds-IHGEIAOG_47770,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,17573,19012,+,CDS,,,NA,NA,0,gndA,NA,NA,NA,"6-phosphogluconate dehydrogenase,NADP(+)-dependent, decarboxylating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47770,COG:COG0362,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1100:3-hydroxyisobutyrate dehydrogenase (Score: 19.3%3bE-value: 1.1e-05),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P80859",1.1.1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47770,cog_173,1,IHGEIAOG_47770,rare
cds-IHGEIAOG_47780,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,19035,20903,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47780,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47780,cog_174,1,IHGEIAOG_47780,rare
cds-IHGEIAOG_47790,Erythreapeptin_6.1.1,NZ_PDBV01000001.1.region025,21072,22031,-,CDS,,,NA,NA,NA,mcl2,NA,NA,NA,(3S)-malyl-CoA thioesterase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IHGEIAOG_47790,COG:COG2301,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:D3JV05",3.1.2.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IHGEIAOG_47790,cog_175,1,IHGEIAOG_47790,rare
cds-JNMMHGMF_48610,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,101,2572,+,CDS,,,NA,NA,0,mshA_6,NA,NA,NA,D-inositol-3-phosphate glycosyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48610,NA,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) Glycos_transf_1,biosynthetic-additional(rule-based-clusters) Glycos_transf_2,biosynthetic-additional (smcogs)SMCOG1045:glycosyl transferase group 1 (Score: 58.1%3bE-value: 1.5e-17)","Glycos_transf_1 (E-value: 1.2e-10,bitscore: 39.7, seeds: 63, tool: rule-based-clusters),Glycos_transf_2 (E-value: 5.8e-14,bitscore: 50.8, seeds: 256, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01695",2.4.1.250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48610,cog_58,3,JNMMHGMF_48610,rare
cds-JNMMHGMF_48620,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,2569,3624,+,CDS,,,NA,NA,0,mshA_7,NA,NA,NA,D-inositol-3-phosphate glycosyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48620,NA,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) Glycos_transf_1,biosynthetic-additional (smcogs)SMCOG1045:glycosyl transferase group 1 (Score: 123.9%3bE-value: 1.6e-37)","Glycos_transf_1 (E-value: 2e-15, bitscore:55.3, seeds: 63, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01695",2.4.1.250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48620,cog_59,3,JNMMHGMF_48620,rare
cds-JNMMHGMF_48630,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,4111,4995,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48630,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48630,cog_60,3,JNMMHGMF_48630,rare
cds-JNMMHGMF_48640,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,5139,5768,+,CDS,,,NA,NA,0,sigK_2,NA,NA,NA,ECF RNA polymerase sigma factor SigK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48640,COG:COG1595,NA,11,regulatory,"regulatory (smcogs) SMCOG1032:RNApolymerase, sigma-24 subunit, ECF subfamily (Score: 105.7%3bE-value: 3.4e-32)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WGH7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48640,cog_39,4,JNMMHGMF_48640,rare
cds-JNMMHGMF_48650,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,5663,5878,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48650,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48650,cog_135,1,JNMMHGMF_48650,rare
cds-JNMMHGMF_48660,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,5939,7645,-,CDS,,,NA,NA,0,btuD_12,NA,NA,NA,Vitamin B12 import ATP-binding protein BtuD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48660,NA,NA,11,transport,transport (smcogs) SMCOG1288:ABCtransporter related protein (Score: 212.4%3b E-value: 2e-64),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01005",7.6.2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48660,cog_01,32,JNMMHGMF_48660,cog_01 (32)
cds-JNMMHGMF_48670,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,7639,9303,-,CDS,,,NA,NA,0,ramA_3,NA,NA,NA,ABC transporter ATP-binding protein RamA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48670,COG:COG1132,NA,11,transport,transport (smcogs) SMCOG1288:ABCtransporter related protein (Score: 318.6%3b E-value:1.3e-96),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48670,cog_01,32,JNMMHGMF_48670,cog_01 (32)
cds-JNMMHGMF_48680,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,9767,9913,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48680,NA,NA,11,biosynthetic-additional,biosynthetic-additional (lanthipeptides)predicted lanthipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48680,cog_03,15,JNMMHGMF_48680,cog_03 (15)
cds-JNMMHGMF_48690,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,10001,12562,-,CDS,,,NA,NA,0,ramC,NA,NA,NA,putative SapB synthase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48690,COG:COG0515,NA,11,biosynthetic,"biosynthetic (rule-based-clusters)lanthipeptide-class-iii: micKC,biosynthetic-additional(rule-based-clusters) Pkinase,biosynthetic-additional(rule-based-clusters) APH,regulatory (smcogs)SMCOG1030:serine/threonine protein kinase (Score: 84.7%3bE-value: 1.3e-25)","Pkinase (E-value: 2e-09, bitscore: 35.7,seeds: 54, tool: rule-based-clusters),micKC (E-value: 0.0, bitscore: 1059.3,seeds: 18, tool: rule-based-clusters),APH (E-value: 7.3e-07, bitscore: 27.8,seeds: 156, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88037",2.7.-.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48690,cog_02,16,JNMMHGMF_48690,cog_02 (16)
cds-JNMMHGMF_48700,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,12991,13923,-,CDS,,,NA,NA,0,rmlD,NA,NA,NA,dTDP-4-dehydrorhamnose reductase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48700,COG:COG1091,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) Polysacc_synt_2,biosynthetic-additional(rule-based-clusters) RmlD_sub_bind,biosynthetic-additional (smcogs)SMCOG1010:NAD-dependent epimerase/dehydratase (Score: 82%3bE-value: 8.4e-25)","Polysacc_synt_2 (E-value: 5.5e-05,bitscore: 20.8, seeds: 77, tool: rule-based-clusters),RmlD_sub_bind (E-value: 1.1e-104,bitscore: 348.1, seeds: 37, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0QTF8",1.1.1.133,"Domain: NAD_binding_4 (69-169). E-value:3.8e-11. Score: 34.4. Matches aSDomain:nrpspksdomains_JNMMHGMF_48700_NAD_binding_4.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48700,cog_18,4,JNMMHGMF_48700,rare
cds-JNMMHGMF_48710,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,13920,14909,-,CDS,,,NA,NA,0,strE_2,NA,NA,NA,"dTDP-glucose 4,6-dehydratase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48710,COG:COG1088,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) NAD_binding_4,biosynthetic-additional(rule-based-clusters) Polysacc_synt_2,biosynthetic-additional(rule-based-clusters) RmlD_sub_bind,biosynthetic-additional (smcogs)SMCOG1010:NAD-dependent epimerase/dehydratase (Score:338.6%3b E-value: 6e-103)","NAD_binding_4 (E-value: 2.7e-17, bitscore:61.2, seeds: 102, tool: rule-based-clusters),Polysacc_synt_2 (E-value: 2.4e-17,bitscore: 61.4, seeds: 77, tool: rule-based-clusters),RmlD_sub_bind (E-value: 1.1e-16, bitscore:59.2, seeds: 37, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P29782",4.2.1.46,"Domain: NAD_binding_4 (4-180). E-value: 2.5e-19.Score: 61.2. Matches aSDomain:nrpspksdomains_JNMMHGMF_48710_NAD_binding_4.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48710,cog_36,4,JNMMHGMF_48710,rare
cds-JNMMHGMF_48720,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,15511,16962,+,CDS,,,NA,NA,0,lcpA_2,NA,NA,NA,Cell wall biosynthesis protein LcpA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48720,COG:COG1316,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8NSD6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48720,cog_17,4,JNMMHGMF_48720,rare
cds-JNMMHGMF_48730,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,17110,18345,+,CDS,,,NA,NA,0,lcpA_3,NA,NA,NA,Cell wall biosynthesis protein LcpA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48730,COG:COG1316,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8NSD6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48730,cog_35,4,JNMMHGMF_48730,rare
cds-JNMMHGMF_48740,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,18609,19322,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48740,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48740,cog_37,4,JNMMHGMF_48740,rare
cds-JNMMHGMF_48750,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,19660,20094,-,CDS,,,NA,NA,0,mhqP,NA,NA,NA,Putative oxidoreductase MhqP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48750,COG:COG2259,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P96694",1.-.-.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48750,cog_40,4,JNMMHGMF_48750,rare
cds-JNMMHGMF_48760,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,20287,21069,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48760,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48760,cog_34,4,JNMMHGMF_48760,rare
cds-JNMMHGMF_48770,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,21272,21403,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48770,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48770,cog_56,3,JNMMHGMF_48770,rare
cds-JNMMHGMF_48780,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,21400,23250,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48780,NA,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) Asn_synthase,biosynthetic-additional (smcogs)SMCOG1177:asparagine synthase (glutamine-hydrolyzing)(Score: 101%3b E-value: 1.1e-30)","Asn_synthase (E-value: 8.2e-31, bitscore:106.4, seeds: 78, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48780,cog_41,4,JNMMHGMF_48780,rare
