,arts_id,genome_id,bgc_id,bgc_type,profile,start,stop,hits_type,description,function
293,4505,GCF_014203325.1,NZ_JACHIV010000001.1.region021,lanthipeptide-class-v,TIGR00577,5179680,5180595,Core,fpg: DNA-formamidopyrimidine glycosylase,DNA metabolism
294,4530,GCF_014203325.1,NZ_JACHIV010000001.1.region021,lanthipeptide-class-v,TIGR00643,5203875,5206107,Core,recG: ATP-dependent DNA helicase RecG,DNA metabolism
295,4532,GCF_014203325.1,NZ_JACHIV010000001.1.region021,lanthipeptide-class-v,TIGR00009,5208340,5208532,Core,L28: ribosomal protein bL28,Protein synthesis
296,4507,GCF_014203325.1,NZ_JACHIV010000001.1.region021,lanthipeptide-class-v,TIGR01031,5181595,5181778,Core,rpmF_bact: ribosomal protein bL32,Protein synthesis
297,4506,GCF_014203325.1,NZ_JACHIV010000001.1.region021,lanthipeptide-class-v,TIGR02191,5180750,5181578,Core,RNaseIII: ribonuclease III,Transcription
298,4529,GCF_014203325.1,NZ_JACHIV010000001.1.region021,lanthipeptide-class-v,TIGR01235,5200215,5203593,Core,pyruv_carbox: pyruvate carboxylase,Energy metabolism
299,4529,GCF_014203325.1,NZ_JACHIV010000001.1.region021,lanthipeptide-class-v,PF00364.17,5200215,5203593,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
300,4834,GCF_014203325.1,NZ_JACHIV010000001.1.region022,"lanthipeptide-class-iii,RRE-containing",TIGR01161,5555516,5556668,Core,"purK: phosphoribosylaminoimidazole carboxylase, ATPase subunit","Purines, pyrimidines, nucleosides, and nucleotides"
301,4833,GCF_014203325.1,NZ_JACHIV010000001.1.region022,"lanthipeptide-class-iii,RRE-containing",TIGR01162,5554511,5555033,Core,"purE: phosphoribosylaminoimidazole carboxylase, catalytic subunit","Purines, pyrimidines, nucleosides, and nucleotides"
302,4827,GCF_014203325.1,NZ_JACHIV010000001.1.region022,"lanthipeptide-class-iii,RRE-containing",TIGR03089,5549293,5550007,Core,TIGR03089: TIGR03089 family protein,Unclassified
303,784,GCF_022828475.1,NZ_CP059557.1.region002,"RRE-containing,lanthipeptide-class-iii",TIGR01162,919806,920367,Core,"purE: phosphoribosylaminoimidazole carboxylase, catalytic subunit","Purines, pyrimidines, nucleosides, and nucleotides"
304,789,GCF_022828475.1,NZ_CP059557.1.region002,"RRE-containing,lanthipeptide-class-iii",TIGR03089,924423,925137,Core,TIGR03089: TIGR03089 family protein,Unclassified
305,1390,GCF_022828475.1,NZ_CP059557.1.region003,T1PKS,TIGR00069,1608396,1609725,Core,hisD: histidinol dehydrogenase,Amino acid biosynthesis
306,1402,GCF_022828475.1,NZ_CP059557.1.region003,T1PKS,PF01039.17,1627176,1628736,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
307,2714,GCF_022828475.1,NZ_CP059557.1.region010,redox-cofactor,TIGR01163,3176327,3177104,Core,rpe: ribulose-phosphate 3-epimerase,Energy metabolism
308,2758,GCF_022828475.1,NZ_CP059557.1.region011,"T1PKS,NRPS",TIGR00273,3230419,3231928,Core,TIGR00273: iron-sulfur cluster-binding protein,Energy metabolism
309,2893,GCF_022828475.1,NZ_CP059557.1.region013,T1PKS,TIGR00078,3384730,3385681,Core,nadC: nicotinate-nucleotide diphosphorylase (carboxylating),"Biosynthesis of cofactors, prosthetic groups, and carriers"
310,2891,GCF_022828475.1,NZ_CP059557.1.region013,T1PKS,TIGR00550,3382119,3383133,Core,"nadA: quinolinate synthetase complex, A subunit","Biosynthesis of cofactors, prosthetic groups, and carriers"
311,2888,GCF_022828475.1,NZ_CP059557.1.region013,T1PKS,TIGR00730,3379038,3379593,Core,TIGR00730: TIGR00730 family protein,Hypothetical proteins
312,2881,GCF_022828475.1,NZ_CP059557.1.region013,T1PKS,TIGR02423,3372811,3373381,Core,"protocat_alph: protocatechuate 3,4-dioxygenase, alpha subunit",Energy metabolism
313,2882,GCF_022828475.1,NZ_CP059557.1.region013,T1PKS,TIGR02422,3373380,3374130,Core,"protocat_beta: protocatechuate 3,4-dioxygenase, beta subunit",Energy metabolism
314,3529,GCF_022828475.1,NZ_CP059557.1.region016,NAPAA,TIGR03921,4082393,4083629,Core,T7SS_mycosin: type VII secretion-associated serine protease mycosin,Protein fate
315,3643,GCF_022828475.1,NZ_CP059557.1.region019,lassopeptide,RF0105,4219095,4219989,ResModel,MoxA: MoxA beta-lactamase (class a) [ARO:3001215],ResModel
316,3641,GCF_022828475.1,NZ_CP059557.1.region019,lassopeptide,RF0053,4217093,4217996,ResModel,ClassA: Class A beta-lactamase [ARO:3000078],ResModel
317,3815,GCF_022828475.1,NZ_CP059557.1.region020,arylpolyene,TIGR00674,4412426,4413281,Core,dapA: 4-hydroxy-tetrahydrodipicolinate synthase,Amino acid biosynthesis
318,3818,GCF_022828475.1,NZ_CP059557.1.region020,arylpolyene,TIGR01430,4414732,4415707,Core,aden_deam: adenosine deaminase,Unclassified
319,3893,GCF_022828475.1,NZ_CP059557.1.region021,"ranthipeptide,T2PKS",RF0007,4500992,4502858,ResModel,ABC_efflux: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001],ResModel
320,3931,GCF_022828475.1,NZ_CP059557.1.region021,"ranthipeptide,T2PKS",RF0124,4540532,4541450,ResModel,SubclassB2: Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570],ResModel
321,4130,GCF_022828475.1,NZ_CP059557.1.region023,terpene,TIGR01980,4764787,4766251,Core,sufB: FeS assembly protein SufB,"Biosynthesis of cofactors, prosthetic groups, and carriers"
322,4129,GCF_022828475.1,NZ_CP059557.1.region023,terpene,TIGR01981,4763596,4764721,Core,sufD: FeS assembly protein SufD,"Biosynthesis of cofactors, prosthetic groups, and carriers"
323,4126,GCF_022828475.1,NZ_CP059557.1.region023,terpene,TIGR01994,4760993,4761455,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
324,4948,GCF_022828475.1,NZ_CP059557.1.region025,NRPS,TIGR03954,5663060,5663432,Core,integ_memb_HG: integral membrane protein,Unknown function
325,833,GCF_024734405.1,NZ_CP059556.1.region003,"RRE-containing,lanthipeptide-class-iii",TIGR01161,976863,978015,Core,"purK: phosphoribosylaminoimidazole carboxylase, ATPase subunit","Purines, pyrimidines, nucleosides, and nucleotides"
326,834,GCF_024734405.1,NZ_CP059556.1.region003,"RRE-containing,lanthipeptide-class-iii",TIGR01162,978148,978661,Core,"purE: phosphoribosylaminoimidazole carboxylase, catalytic subunit","Purines, pyrimidines, nucleosides, and nucleotides"
327,840,GCF_024734405.1,NZ_CP059556.1.region003,"RRE-containing,lanthipeptide-class-iii",TIGR03089,982728,983442,Core,TIGR03089: TIGR03089 family protein,Unclassified
328,1621,GCF_024734405.1,NZ_CP059556.1.region004,T1PKS,PF00183.13,1928382,1930278,ResModel,HSP90: Hsp90 protein,ResModel
329,1780,GCF_024734405.1,NZ_CP059556.1.region005,terpene,TIGR01980,2104983,2106447,Core,sufB: FeS assembly protein SufB,"Biosynthesis of cofactors, prosthetic groups, and carriers"
330,1781,GCF_024734405.1,NZ_CP059556.1.region005,terpene,TIGR01981,2106448,2107639,Core,sufD: FeS assembly protein SufD,"Biosynthesis of cofactors, prosthetic groups, and carriers"
331,1784,GCF_024734405.1,NZ_CP059556.1.region005,terpene,TIGR01994,2109777,2110239,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
332,1985,GCF_024734405.1,NZ_CP059556.1.region007,ranthipeptide,TIGR03997,2329074,2331039,Core,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,Unclassified
333,2057,GCF_024734405.1,NZ_CP059556.1.region008,"arylpolyene,CDPS",TIGR00674,2418282,2419137,Core,dapA: 4-hydroxy-tetrahydrodipicolinate synthase,Amino acid biosynthesis
334,2054,GCF_024734405.1,NZ_CP059556.1.region008,"arylpolyene,CDPS",TIGR01430,2415880,2416864,Core,aden_deam: adenosine deaminase,Unclassified
335,2167,GCF_024734405.1,NZ_CP059556.1.region009,NRPS,RF0007,2536840,2538625,ResModel,ABC_efflux: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001],ResModel
336,3401,GCF_024734405.1,NZ_CP059556.1.region018,"transAT-PKS,lassopeptide",RF0105,3945556,3946465,ResModel,MoxA: MoxA beta-lactamase (class a) [ARO:3001215],ResModel
337,3399,GCF_024734405.1,NZ_CP059556.1.region018,"transAT-PKS,lassopeptide",RF0053,3943634,3944537,ResModel,ClassA: Class A beta-lactamase [ARO:3000078],ResModel
338,4514,GCF_024734405.1,NZ_CP059556.1.region021,NRPS,TIGR03954,5227956,5228334,Core,integ_memb_HG: integral membrane protein,Unknown function
339,4531,GCF_024734405.1,NZ_CP059556.1.region021,NRPS,PF00364.17,5250944,5251217,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
340,4637,GCF_024734405.1,NZ_CP059556.1.region023,terpene,TIGR00042,5364164,5364773,Core,"TIGR00042: non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family",DNA metabolism
341,4636,GCF_024734405.1,NZ_CP059556.1.region023,terpene,TIGR01966,5363412,5364168,Core,RNasePH: ribonuclease PH,Transcription
342,318,GCF_008630535.1,NZ_VWPH01000001.1.region002,"indole,lanthipeptide-class-iv",TIGR00499,347755,351025,Core,lysS_bact: lysine--tRNA ligase,Protein synthesis
343,546,GCF_008630535.1,NZ_VWPH01000001.1.region003,terpene,RF0053,612729,613521,ResModel,ClassA: Class A beta-lactamase [ARO:3000078],ResModel
344,674,GCF_008630535.1,NZ_VWPH01000010.1.region001,ranthipeptide,TIGR00173,60029,61715,Core,menD: 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
345,846,GCF_008630535.1,NZ_VWPH01000010.1.region004,"T1PKS,NRPS,RiPP-like",PF01039.17,305398,310849,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
346,1808,GCF_008630535.1,NZ_VWPH01000014.1.region001,NRPS,GrpE,201503,202139,Core,PF01025.15: GrpE,Unclassified
347,1837,GCF_008630535.1,NZ_VWPH01000014.1.region001,NRPS,TIGR02506,235678,238051,Core,"NrdE_NrdA: ribonucleoside-diphosphate reductase, alpha subunit","Purines, pyrimidines, nucleosides, and nucleotides"
348,1815,GCF_008630535.1,NZ_VWPH01000014.1.region001,NRPS,TIGR03954,206249,206645,Core,integ_memb_HG: integral membrane protein,Unknown function
349,2073,GCF_008630535.1,NZ_VWPH01000016.1.region001,ranthipeptide,TIGR03997,10070,12020,Core,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,Unclassified
350,3477,GCF_008630535.1,NZ_VWPH01000021.1.region001,PKS-like,TIGR00685,57266,58841,Core,T6PP: trehalose-phosphatase,Cellular processes
351,4418,GCF_008630535.1,NZ_VWPH01000004.1.region002,"amglyccycl,T1PKS,NRPS-like",RF0007,233665,235522,ResModel,ABC_efflux: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001],ResModel
352,4551,GCF_008630535.1,NZ_VWPH01000004.1.region003,"NRPS-like,betalactone,NRPS",TIGR00171,440153,440771,Core,"leuD: 3-isopropylmalate dehydratase, small subunit",Amino acid biosynthesis
353,4559,GCF_008630535.1,NZ_VWPH01000004.1.region003,"NRPS-like,betalactone,NRPS",TIGR00674,448479,449382,Core,dapA: 4-hydroxy-tetrahydrodipicolinate synthase,Amino acid biosynthesis
354,4546,GCF_008630535.1,NZ_VWPH01000004.1.region003,"NRPS-like,betalactone,NRPS",PF00185.19,434449,435403,ResModel,"OTCace: Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",ResModel
355,4730,GCF_008630535.1,NZ_VWPH01000005.1.region002,T3PKS,TIGR00233,94395,95448,Core,trpS: tryptophan--tRNA ligase,Protein synthesis
356,4707,GCF_008630535.1,NZ_VWPH01000005.1.region002,T3PKS,TIGR03704,72007,72748,Core,"PrmC_rel_meth: putative protein-(glutamine-N5) methyltransferase, unknown substrate-specific",Protein synthesis
357,4853,GCF_008630535.1,NZ_VWPH01000005.1.region003,terpene,TIGR02159,213692,214211,Core,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism
358,4854,GCF_008630535.1,NZ_VWPH01000005.1.region003,terpene,TIGR02158,214204,215095,Core,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism
359,4855,GCF_008630535.1,NZ_VWPH01000005.1.region003,terpene,TIGR02157,215105,215417,Core,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism
360,4856,GCF_008630535.1,NZ_VWPH01000005.1.region003,terpene,TIGR02156,215413,216385,Core,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism
361,4972,GCF_008630535.1,NZ_VWPH01000005.1.region004,T3PKS,TIGR00109,337028,338033,Core,hemH: ferrochelatase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
362,950,GCF_013410345.1,NZ_JACCFJ010000001.1.region002,"lipolanthine,lanthipeptide-class-iii",TIGR00257,1022159,1022780,Core,"IMPACT_YIGZ: uncharacterized protein, YigZ family",Unknown function
363,2398,GCF_013410345.1,NZ_JACCFJ010000001.1.region003,terpene,TIGR01994,2572868,2573327,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
364,2550,GCF_013410345.1,NZ_JACCFJ010000001.1.region004,ranthipeptide,TIGR03997,2755303,2757253,Core,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,Unclassified
365,2958,GCF_013410345.1,NZ_JACCFJ010000001.1.region007,"T1PKS,NRPS-like,NRPS",PF00185.19,3207103,3208057,ResModel,"OTCace: Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",ResModel
366,3190,GCF_013410345.1,NZ_JACCFJ010000001.1.region008,terpene,TIGR02159,3507843,3508362,Core,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism
367,3189,GCF_013410345.1,NZ_JACCFJ010000001.1.region008,terpene,TIGR02158,3506965,3507850,Core,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism
368,3188,GCF_013410345.1,NZ_JACCFJ010000001.1.region008,terpene,TIGR02157,3506643,3506955,Core,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism
369,3187,GCF_013410345.1,NZ_JACCFJ010000001.1.region008,terpene,TIGR02156,3505675,3506647,Core,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism
370,4825,GCF_013410345.1,NZ_JACCFJ010000001.1.region012,NRPS,TIGR00110,5280394,5282002,Core,ilvD: dihydroxy-acid dehydratase,Amino acid biosynthesis
371,4823,GCF_013410345.1,NZ_JACCFJ010000001.1.region012,NRPS,TIGR02506,5276752,5279119,Core,"NrdE_NrdA: ribonucleoside-diphosphate reductase, alpha subunit","Purines, pyrimidines, nucleosides, and nucleotides"
372,4802,GCF_013410345.1,NZ_JACCFJ010000001.1.region012,NRPS,TIGR03954,5249258,5249654,Core,integ_memb_HG: integral membrane protein,Unknown function
373,597,GCF_900112555.1,NZ_FOME01000009.1.region001,"T1PKS,NRPS,RiPP-like",PF01039.17,23696,29192,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
374,791,GCF_900112555.1,NZ_FOME01000009.1.region002,"NRPS,NRPS-like,PKS-like",RF0007,241977,243693,ResModel,ABC_efflux: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001],ResModel
375,1318,GCF_900112555.1,NZ_FOME01000004.1.region001,NRPS,GrpE,37286,37979,Core,PF01025.15: GrpE,Unclassified
376,1287,GCF_900112555.1,NZ_FOME01000004.1.region001,NRPS,TIGR00110,357,1989,Core,ilvD: dihydroxy-acid dehydratase,Amino acid biosynthesis
377,1290,GCF_900112555.1,NZ_FOME01000004.1.region001,NRPS,TIGR02506,3564,5943,Core,"NrdE_NrdA: ribonucleoside-diphosphate reductase, alpha subunit","Purines, pyrimidines, nucleosides, and nucleotides"
378,1313,GCF_900112555.1,NZ_FOME01000004.1.region001,NRPS,TIGR03954,33372,33768,Core,integ_memb_HG: integral membrane protein,Unknown function
379,2963,GCF_900112555.1,NZ_FOME01000001.1.region001,terpene,TIGR01994,774778,775237,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
380,3318,GCF_900112555.1,NZ_FOME01000001.1.region002,ranthipeptide,TIGR03997,1176343,1178293,Core,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,Unclassified
381,3591,GCF_900112555.1,NZ_FOME01000001.1.region004,"T2PKS,T1PKS",TIGR03534,1485942,1488276,Core,"RF_mod_PrmC: protein-(glutamine-N5) methyltransferase, release factor-specific",Protein fate
382,3550,GCF_900112555.1,NZ_FOME01000001.1.region004,"T2PKS,T1PKS",TIGR02961,1438635,1439832,Core,allantoicase: allantoicase,"Purines, pyrimidines, nucleosides, and nucleotides"
383,3553,GCF_900112555.1,NZ_FOME01000001.1.region004,"T2PKS,T1PKS",TIGR02961,1442111,1443341,Core,allantoicase: allantoicase,"Purines, pyrimidines, nucleosides, and nucleotides"
384,3569,GCF_900112555.1,NZ_FOME01000001.1.region004,"T2PKS,T1PKS",RF0154,1459475,1460180,ResModel,"vanR: ""VanR: transcriptional activator regulating VanA, VanH and VanX"" [ARO:3000574]",ResModel
385,3570,GCF_900112555.1,NZ_FOME01000001.1.region004,"T2PKS,T1PKS",RF0155,1460172,1461264,ResModel,vanS: VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071],ResModel
386,3572,GCF_900112555.1,NZ_FOME01000001.1.region004,"T2PKS,T1PKS",RF0158,1461914,1462523,ResModel,vanX: VanX: glycopeptide resistance gene [ARO:3000011],ResModel
387,3929,GCF_900112555.1,NZ_FOME01000001.1.region006,terpene,RF0053,1877815,1878607,ResModel,ClassA: Class A beta-lactamase [ARO:3000078],ResModel
388,4155,GCF_900112555.1,NZ_FOME01000011.1.region001,T3PKS,TIGR00109,159302,160307,Core,hemH: ferrochelatase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
389,4175,GCF_900112555.1,NZ_FOME01000011.1.region001,T3PKS,TIGR00730,179276,179876,Core,TIGR00730: TIGR00730 family protein,Hypothetical proteins
390,6184,GCF_900112555.1,NZ_FOME01000006.1.region003,terpene,TIGR02159,331533,332052,Core,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism
391,6185,GCF_900112555.1,NZ_FOME01000006.1.region003,terpene,TIGR02158,332045,332936,Core,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism
392,6186,GCF_900112555.1,NZ_FOME01000006.1.region003,terpene,TIGR02157,332946,333258,Core,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism
393,6187,GCF_900112555.1,NZ_FOME01000006.1.region003,terpene,TIGR02156,333254,334226,Core,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism
394,6285,GCF_900112555.1,NZ_FOME01000013.1.region001,lassopeptide,TIGR01228,45362,47012,Core,hutU: urocanate hydratase,Energy metabolism
395,6267,GCF_900112555.1,NZ_FOME01000013.1.region001,lassopeptide,TIGR02753,25470,25878,Core,"sodN: superoxide dismutase, Ni",Unclassified
396,3129,GCF_900108315.1,NZ_FNVB01000003.1.region003,"NRPS,T1PKS",PF01039.17,246705,252201,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
397,3366,GCF_900108315.1,NZ_FNVB01000003.1.region005,"NRPS,NRPS-like,PKS-like,T1PKS",TIGR01312,527880,529419,Core,XylB: xylulokinase,Energy metabolism
398,3323,GCF_900108315.1,NZ_FNVB01000003.1.region005,"NRPS,NRPS-like,PKS-like,T1PKS",RF0007,464986,466702,ResModel,ABC_efflux: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001],ResModel
399,3802,GCF_900108315.1,NZ_FNVB01000009.1.region001,NRPS,GrpE,37311,38004,Core,PF01025.15: GrpE,Unclassified
400,3771,GCF_900108315.1,NZ_FNVB01000009.1.region001,NRPS,TIGR00110,382,2014,Core,ilvD: dihydroxy-acid dehydratase,Amino acid biosynthesis
401,3774,GCF_900108315.1,NZ_FNVB01000009.1.region001,NRPS,TIGR02506,3589,5968,Core,"NrdE_NrdA: ribonucleoside-diphosphate reductase, alpha subunit","Purines, pyrimidines, nucleosides, and nucleotides"
402,3797,GCF_900108315.1,NZ_FNVB01000009.1.region001,NRPS,TIGR03954,33397,33793,Core,integ_memb_HG: integral membrane protein,Unknown function
403,5009,GCF_900108315.1,NZ_FNVB01000002.1.region001,terpene,TIGR01994,332585,333044,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
404,5417,GCF_900108315.1,NZ_FNVB01000002.1.region003,"T1PKS,T2PKS",TIGR03534,790955,793289,Core,"RF_mod_PrmC: protein-(glutamine-N5) methyltransferase, release factor-specific",Protein fate
405,5455,GCF_900108315.1,NZ_FNVB01000002.1.region003,"T1PKS,T2PKS",TIGR02961,835890,837120,Core,allantoicase: allantoicase,"Purines, pyrimidines, nucleosides, and nucleotides"
406,5458,GCF_900108315.1,NZ_FNVB01000002.1.region003,"T1PKS,T2PKS",TIGR02961,839399,840596,Core,allantoicase: allantoicase,"Purines, pyrimidines, nucleosides, and nucleotides"
407,5439,GCF_900108315.1,NZ_FNVB01000002.1.region003,"T1PKS,T2PKS",RF0154,819051,819756,ResModel,"vanR: ""VanR: transcriptional activator regulating VanA, VanH and VanX"" [ARO:3000574]",ResModel
408,5438,GCF_900108315.1,NZ_FNVB01000002.1.region003,"T1PKS,T2PKS",RF0155,817967,819059,ResModel,vanS: VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071],ResModel
409,5436,GCF_900108315.1,NZ_FNVB01000002.1.region003,"T1PKS,T2PKS",RF0158,816708,817317,ResModel,vanX: VanX: glycopeptide resistance gene [ARO:3000011],ResModel
410,5689,GCF_900108315.1,NZ_FNVB01000002.1.region005,ranthipeptide,TIGR03997,1100822,1102772,Core,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,Unclassified
411,6069,GCF_900108315.1,NZ_FNVB01000002.1.region008,terpene,TIGR02159,1490635,1491154,Core,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism
412,6070,GCF_900108315.1,NZ_FNVB01000002.1.region008,terpene,TIGR02158,1491147,1492038,Core,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism
413,6071,GCF_900108315.1,NZ_FNVB01000002.1.region008,terpene,TIGR02157,1492048,1492360,Core,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism
414,6072,GCF_900108315.1,NZ_FNVB01000002.1.region008,terpene,TIGR02156,1492356,1493328,Core,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism
415,6200,GCF_900108315.1,NZ_FNVB01000002.1.region009,T3PKS,TIGR00109,1629210,1630215,Core,hemH: ferrochelatase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
416,6180,GCF_900108315.1,NZ_FNVB01000002.1.region009,T3PKS,TIGR00730,1609641,1610241,Core,TIGR00730: TIGR00730 family protein,Hypothetical proteins
417,6956,GCF_900108315.1,NZ_FNVB01000013.1.region001,lassopeptide,TIGR01228,45376,47026,Core,hutU: urocanate hydratase,Energy metabolism
418,6938,GCF_900108315.1,NZ_FNVB01000013.1.region001,lassopeptide,TIGR02753,25484,25892,Core,"sodN: superoxide dismutase, Ni",Unclassified
419,7107,GCF_900108315.1,NZ_FNVB01000014.1.region001,terpene,RF0053,84460,85252,ResModel,ClassA: Class A beta-lactamase [ARO:3000078],ResModel
420,208,GCF_014203395.1,NZ_JACHIW010000001.1.region002,terpene,TIGR01980,253999,255463,Core,sufB: FeS assembly protein SufB,"Biosynthesis of cofactors, prosthetic groups, and carriers"
421,207,GCF_014203395.1,NZ_JACHIW010000001.1.region002,terpene,TIGR01981,252813,253998,Core,sufD: FeS assembly protein SufD,"Biosynthesis of cofactors, prosthetic groups, and carriers"
422,204,GCF_014203395.1,NZ_JACHIW010000001.1.region002,terpene,TIGR01994,250195,250657,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
423,678,GCF_014203395.1,NZ_JACHIW010000001.1.region004,NRPS,GrpE,768929,769685,Core,PF01025.15: GrpE,Unclassified
424,682,GCF_014203395.1,NZ_JACHIW010000001.1.region004,NRPS,TIGR03954,772431,772830,Core,integ_memb_HG: integral membrane protein,Unknown function
425,1182,GCF_014203395.1,NZ_JACHIW010000001.1.region005,NRPS-like,TIGR00674,1330852,1331746,Core,dapA: 4-hydroxy-tetrahydrodipicolinate synthase,Amino acid biosynthesis
426,3538,GCF_014203395.1,NZ_JACHIW010000001.1.region008,NRPS-like,TIGR03687,3786627,3786822,Core,pupylate_cterm: ubiquitin-like protein Pup,Protein fate
427,4006,GCF_014203395.1,NZ_JACHIW010000001.1.region011,terpene,TIGR00612,4339481,4340627,Core,ispG_gcpE: 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
428,4283,GCF_014203395.1,NZ_JACHIW010000001.1.region012,"ranthipeptide,NRPS,NRPS-like,T2PKS",TIGR03997,4626690,4628634,Core,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,Unclassified
429,5154,GCF_014203395.1,NZ_JACHIW010000001.1.region016,"indole,lanthipeptide-class-iii",TIGR00499,5608330,5611630,Core,lysS_bact: lysine--tRNA ligase,Protein synthesis
430,5318,GCF_014203395.1,NZ_JACHIW010000001.1.region017,terpene,RF0053,5801913,5802705,ResModel,ClassA: Class A beta-lactamase [ARO:3000078],ResModel
431,5675,GCF_014203395.1,NZ_JACHIW010000002.1.region003,T3PKS,TIGR00233,290864,291917,Core,trpS: tryptophan--tRNA ligase,Protein synthesis
432,5658,GCF_014203395.1,NZ_JACHIW010000002.1.region003,T3PKS,TIGR03704,274481,275234,Core,"PrmC_rel_meth: putative protein-(glutamine-N5) methyltransferase, unknown substrate-specific",Protein synthesis
433,5806,GCF_014203395.1,NZ_JACHIW010000002.1.region004,terpene,TIGR02159,416433,416952,Core,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism
434,5807,GCF_014203395.1,NZ_JACHIW010000002.1.region004,terpene,TIGR02158,416945,417836,Core,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism
435,5808,GCF_014203395.1,NZ_JACHIW010000002.1.region004,terpene,TIGR02157,417846,418158,Core,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism
436,5809,GCF_014203395.1,NZ_JACHIW010000002.1.region004,terpene,TIGR02156,418154,419120,Core,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism
437,5947,GCF_014203395.1,NZ_JACHIW010000002.1.region006,"NRPS-like,indole,NRPS,arylpolyene",TIGR00685,607175,608036,Core,T6PP: trehalose-phosphatase,Cellular processes
