,group,cluster,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_PDBV01000001.1.region021,21.0,True,"(611.9, 2721.1)",P8<br>NZ_PDBV01000001.1.region021<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40,BGC,611.9,2721.1,0.40
NZ_PDBV01000001.1.region022,43.0,True,"(2861.9, 1237.7)",P8<br>NZ_PDBV01000001.1.region022<br>['T1PKS']<br>E-837<br>1.00,BGC,2861.9,1237.7,0.40
NZ_PDBV01000001.1.region023,8.0,True,"(1405.5, 1699.9)",P8<br>NZ_PDBV01000001.1.region023<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1405.5,1699.9,0.40
NZ_PDBV01000001.1.region024,10.0,True,"(1838.0, 1176.5)","P8<br>NZ_PDBV01000001.1.region024<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46",BGC,1838.0,1176.5,0.40
NZ_PDBV01000001.1.region027,44.0,True,"(2511.2, 1282.6)",P8<br>NZ_PDBV01000001.1.region027<br>['hglE-KS']<br>oxalomycin B<br>0.06,BGC,2511.2,1282.6,0.40
NZ_PDBV01000001.1.region028,45.0,True,"(431.9, 1979.5)","P8<br>NZ_PDBV01000001.1.region028<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.11",BGC,431.9,1979.5,0.40
NZ_PDBV01000001.1.region029,46.0,True,"(2891.9, 1762.5)",P8<br>NZ_PDBV01000001.1.region029<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,2891.9,1762.5,0.40
NZ_PDBV01000001.1.region030,18.0,True,"(1092.2, 2646.6)",P8<br>NZ_PDBV01000001.1.region030<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1092.2,2646.6,0.40
NZ_PDBV01000001.1.region031,47.0,True,"(489.92, 941.99)","P8<br>NZ_PDBV01000001.1.region031<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19",BGC,489.92,941.99,0.40
NZ_PDBV01000001.1.region032,48.0,True,"(2229.9, 401.99)",P8<br>NZ_PDBV01000001.1.region032<br>['thiopeptide']<br>azinomycin B<br>0.06,BGC,2229.9,401.99,0.40
NZ_PDBV01000001.1.region033,49.0,True,"(1041.8, 3045.8)","P8<br>NZ_PDBV01000001.1.region033<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05",BGC,1041.8,3045.8,0.40
NZ_PDBV01000001.1.region034,22.0,True,"(1660.0, 1672.9)",P8<br>NZ_PDBV01000001.1.region034<br>['T1PKS']<br>branched-chain fatty acids<br>0.75,BGC,1660.0,1672.9,0.40
NZ_FOZX01000016.1.region001,1.0,True,"(1783.1, 1684.8)",P5<br>NZ_FOZX01000016.1.region001<br>['NRPS']<br>pepticinnamin E<br>0.07,BGC,1783.1,1684.8,0.40
NZ_FOZX01000017.1.region001,53.0,True,"(2171.9, 2940.2)",P5<br>NZ_FOZX01000017.1.region001<br>['T3PKS']<br>alkylresorcinol<br>1.00,BGC,2171.9,2940.2,0.40
BGC0000282,53.0,True,"(2168.0, 2868.0)",BGC0000282<br>Polyketide<br>alkylresorcinol,MIBIG (KnownClusterBlast),2168.0,2868.0,0.40
NZ_FOZX01000011.1.region001,9.0,True,"(1886.6, 1069.4)",P5<br>NZ_FOZX01000011.1.region001<br>['terpene']<br>geosmin<br>1.00,BGC,1886.6,1069.4,0.40
NZ_FOZX01000011.1.region002,10.0,True,"(1684.0, 1093.1)",P5<br>NZ_FOZX01000011.1.region002<br>['terpene']<br>hopene<br>0.46,BGC,1684.0,1093.1,0.40
NZ_FOZX01000002.1.region001,2.0,True,"(1327.8, 764.7)",P5<br>NZ_FOZX01000002.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,1327.8,764.7,0.40
NZ_FOZX01000003.1.region001,26.0,True,"(1435.6, 1523.3)","P5<br>NZ_FOZX01000003.1.region001<br>['T1PKS', 'NRPS-like']<br>nystatin A1<br>0.68",BGC,1435.6,1523.3,0.40
BGC0000115,26.0,True,"(1374.8, 1505.3)",BGC0000115<br>Polyketide;Saccharide<br>nystatin A1,MIBIG (KnownClusterBlast),1374.8,1505.3,0.40
NZ_FOZX01000003.1.region002,29.0,True,"(1431.3, 1653.4)",P5<br>NZ_FOZX01000003.1.region002<br>['lanthipeptide-class-iii']<br>fusaricidin B<br>0.25,BGC,1431.3,1653.4,0.40
NZ_FOZX01000003.1.region003,28.0,True,"(686.66, 1170.2)",P5<br>NZ_FOZX01000003.1.region003<br>['siderophore']<br>staphylobactin<br>0.25,BGC,686.66,1170.2,0.40
NZ_FOZX01000004.1.region001,12.0,True,"(2213.3, 1486.7)",P5<br>NZ_FOZX01000004.1.region001<br>['terpene']<br>SF2575<br>0.07,BGC,2213.3,1486.7,0.40
NZ_FOZX01000004.1.region003,14.0,True,"(2579.8, 1107.9)",P5<br>NZ_FOZX01000004.1.region003<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,2579.8,1107.9,0.40
NZ_FOZX01000001.1.region001,31.0,True,"(2663.9, 2182.2)",P5<br>NZ_FOZX01000001.1.region001<br>['arylpolyene']<br>saquayamycin A<br>0.05,BGC,2663.9,2182.2,0.40
NZ_FOZX01000001.1.region002,27.0,True,"(2325.6, 2179.9)","P5<br>NZ_FOZX01000001.1.region002<br>['T3PKS', 'NRPS', 'T1PKS']<br>antimycin<br>0.94",BGC,2325.6,2179.9,0.40
NZ_FOZX01000009.1.region001,8.0,True,"(1042.7, 1759.5)",P5<br>NZ_FOZX01000009.1.region001<br>['indole']<br>fortimicin<br>0.09,BGC,1042.7,1759.5,0.40
NZ_FOZX01000007.1.region001,24.0,True,"(1554.3, 1628.9)","P5<br>NZ_FOZX01000007.1.region001<br>['T1PKS', 'transAT-PKS', 'NRPS-like', 'T3PKS', 'NRPS']<br>totopotensamide A / totopotensamide B<br>0.56",BGC,1554.3,1628.9,0.40
NZ_FOZX01000010.1.region001,20.0,True,"(1117.4, 1091.4)",P5<br>NZ_FOZX01000010.1.region001<br>['terpene']<br>isorenieratene<br>0.71,BGC,1117.4,1091.4,0.40
NZ_JACHIV010000001.1.region001,54.0,True,"(1793.3, 1890.8)","P7<br>NZ_JACHIV010000001.1.region001<br>['thioamide-NRP', 'ladderane', 'NRPS']<br>atratumycin<br>0.32",BGC,1793.3,1890.8,0.40
BGC0001975,54.0,True,"(1911.2, 1861.4)",BGC0001975<br>NRP<br>atratumycin,MIBIG (KnownClusterBlast),1911.2,1861.4,0.40
NZ_JACHIV010000001.1.region002,18.0,True,"(1105.4, 2539.8)",P7<br>NZ_JACHIV010000001.1.region002<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1105.4,2539.8,0.40
NZ_JACHIV010000001.1.region003,1.0,True,"(1779.1, 1669.1)",P7<br>NZ_JACHIV010000001.1.region003<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1779.1,1669.1,0.40
NZ_JACHIV010000001.1.region004,8.0,True,"(925.27, 1781.0)",P7<br>NZ_JACHIV010000001.1.region004<br>['indole']<br>fortimicin<br>0.07,BGC,925.27,1781.0,0.40
NZ_JACHIV010000001.1.region005,12.0,True,"(2178.3, 1391.0)",P7<br>NZ_JACHIV010000001.1.region005<br>['terpene']<br>SF2575<br>0.07,BGC,2178.3,1391.0,0.40
NZ_JACHIV010000001.1.region006,55.0,True,"(2604.1, 408.04)","P7<br>NZ_JACHIV010000001.1.region006<br>['NRPS', 'lanthipeptide-class-ii']<br>cinnamycin<br>0.52",BGC,2604.1,408.04,0.40
BGC0000503,55.0,True,"(2531.2, 360.7)",BGC0000503<br>RiPP<br>cinnamycin,MIBIG (KnownClusterBlast),2531.2,360.7,0.40
NZ_JACHIV010000001.1.region008,56.0,True,"(1902.5, 1421.7)",P7<br>NZ_JACHIV010000001.1.region008<br>['arylpolyene']<br>abyssomicin M / abyssomicin N / abyssomicin O / abyssomicin P / abyssomicin Q / abyssomicin R / abyssomicin S / abyssomicin T / abyssomicin U / abyssomicin V / abyssomicin W / abyssomicin X<br>0.06,BGC,1902.5,1421.7,0.40
BGC0001492,56.0,True,"(1919.2, 1378.6)",BGC0001492<br>Polyketide<br>abyssomicin M;abyssomicin N;abyssomicin O;abyssomicin P;abyssomicin Q;abyssomicin R;abyssomicin S;abyssomicin T;abyssomicin U;abyssomicin V;abyssomicin W;abyssomicin X,MIBIG (KnownClusterBlast),1919.2,1378.6,0.40
NZ_JACHIV010000001.1.region009,57.0,True,"(1754.3, 1221.3)","P7<br>NZ_JACHIV010000001.1.region009<br>['lassopeptide', 'transAT-PKS']<br>iso-migrastatin / migrastatin / dorrigocin A / dorrigocin B / 13-epi-dorrigocin A<br>0.91",BGC,1754.3,1221.3,0.40
BGC0000177,57.0,True,"(1748.2, 1159.7)",BGC0000177<br>Polyketide<br>iso-migrastatin;migrastatin;dorrigocin A;dorrigocin B;13-epi-dorrigocin A,MIBIG (KnownClusterBlast),1748.2,1159.7,0.40
NZ_JACHIV010000001.1.region010,9.0,True,"(1878.8, 883.69)",P7<br>NZ_JACHIV010000001.1.region010<br>['terpene']<br>geosmin<br>1.00,BGC,1878.8,883.69,0.40
NZ_JACHIV010000001.1.region011,10.0,True,"(1743.6, 1019.4)",P7<br>NZ_JACHIV010000001.1.region011<br>['terpene']<br>hopene<br>0.31,BGC,1743.6,1019.4,0.40
NZ_JACHIV010000001.1.region012,58.0,True,"(1561.2, 1399.3)",P7<br>NZ_JACHIV010000001.1.region012<br>['NAPAA']<br>thaxteramide C<br>0.08,BGC,1561.2,1399.3,0.40
BGC0002025,58.0,True,"(1536.1, 1310.2)",BGC0002025<br>NRP;Polyketide<br>thaxteramide C,MIBIG (KnownClusterBlast),1536.1,1310.2,0.40
NZ_JACHIV010000001.1.region013,18.0,True,"(1435.3, 2435.4)",P7<br>NZ_JACHIV010000001.1.region013<br>['betalactone']<br>atolypene A / atolypene B<br>0.12,BGC,1435.3,2435.4,0.40
NZ_JACHIV010000001.1.region014,20.0,True,"(1050.3, 983.25)",P7<br>NZ_JACHIV010000001.1.region014<br>['terpene']<br>isorenieratene<br>0.57,BGC,1050.3,983.25,0.40
NZ_JACHIV010000001.1.region015,59.0,True,"(2284.1, 498.0)",P7<br>NZ_JACHIV010000001.1.region015<br>['T2PKS']<br>tetracenomycin C<br>0.33,BGC,2284.1,498.0,0.40
BGC0000275,59.0,True,"(2214.4, 517.17)",BGC0000275<br>Polyketide<br>tetracenomycin C,MIBIG (KnownClusterBlast),2214.4,517.17,0.40
NZ_JACHIV010000001.1.region016,60.0,True,"(3115.4, 628.43)","P7<br>NZ_JACHIV010000001.1.region016<br>['CDPS', 'terpene']<br>CDA1b / CDA2a / CDA2b / CDA3a / CDA3b / CDA4a / CDA4b<br>0.07",BGC,3115.4,628.43,0.40
BGC0000315,60.0,True,"(3055.8, 588.0)",BGC0000315<br>NRP<br>CDA1b;CDA2a;CDA2b;CDA3a;CDA3b;CDA4a;CDA4b,MIBIG (KnownClusterBlast),3055.8,588.0,0.40
NZ_JACHIV010000001.1.region018,61.0,True,"(595.37, 1470.2)","P7<br>NZ_JACHIV010000001.1.region018<br>['NRPS-like', 'NRPS']<br>ashimides<br>0.08",BGC,595.37,1470.2,0.40
BGC0001961,61.0,True,"(591.51, 1398.0)",BGC0001961,MIBIG (KnownClusterBlast),591.51,1398.0,0.40
NZ_JACHIV010000001.1.region019,26.0,True,"(1461.4, 1567.3)",P7<br>NZ_JACHIV010000001.1.region019<br>['T1PKS']<br>nystatin A1<br>0.64,BGC,1461.4,1567.3,0.40
NZ_JACHIV010000001.1.region020,62.0,True,"(1413.2, 1558.8)",P7<br>NZ_JACHIV010000001.1.region020<br>['T1PKS']<br>kanglemycin A / kanglemycin V1 / kanglemycin V2<br>0.09,BGC,1413.2,1558.8,0.40
BGC0002009,62.0,True,"(1352.3, 1547.7)",BGC0002009<br>Polyketide<br>kanglemycin A;kanglemycin V1;kanglemycin V2,MIBIG (KnownClusterBlast),1352.3,1547.7,0.40
NZ_JACHIV010000001.1.region022,8.0,True,"(1357.0, 1850.5)","P7<br>NZ_JACHIV010000001.1.region022<br>['lanthipeptide-class-iii', 'RRE-containing']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1357.0,1850.5,0.40
NZ_JACHIV010000001.1.region023,2.0,True,"(1465.6, 846.88)",P7<br>NZ_JACHIV010000001.1.region023<br>['ectoine']<br>ectoine<br>1.00,BGC,1465.6,846.88,0.40
NZ_CP059557.1.region001,2.0,True,"(1505.6, 822.72)",P7<br>NZ_CP059557.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,1505.6,822.72,0.40
NZ_CP059557.1.region002,8.0,True,"(1334.9, 1819.8)","P7<br>NZ_CP059557.1.region002<br>['RRE-containing', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1334.9,1819.8,0.40
NZ_CP059557.1.region003,62.0,True,"(1452.1, 1556.6)",P7<br>NZ_CP059557.1.region003<br>['T1PKS']<br>kanglemycin A / kanglemycin V1 / kanglemycin V2<br>0.09,BGC,1452.1,1556.6,0.40
NZ_CP059557.1.region004,26.0,True,"(1346.0, 1565.2)",P7<br>NZ_CP059557.1.region004<br>['T1PKS']<br>nystatin A1<br>0.77,BGC,1346.0,1565.2,0.40
NZ_CP059557.1.region005,63.0,True,"(205.13, 178.43)","P7<br>NZ_CP059557.1.region005<br>['butyrolactone', 'RiPP-like']<br>viguiepinol<br>0.13",BGC,205.13,178.43,0.40
BGC0000286,63.0,True,"(145.55, 138.0)",BGC0000286<br>Polyketide<br>viguiepinol,MIBIG (KnownClusterBlast),145.55,138.0,0.40
NZ_CP059557.1.region006,64.0,True,"(1345.1, 178.43)",P7<br>NZ_CP059557.1.region006<br>['hglE-KS']<br>goadsporin<br>0.12,BGC,1345.1,178.43,0.40
BGC0000565,64.0,True,"(1285.6, 138.0)",BGC0000565<br>RiPP<br>goadsporin,MIBIG (KnownClusterBlast),1285.6,138.0,0.40
NZ_CP059557.1.region007,65.0,True,"(2215.1, 148.43)","P7<br>NZ_CP059557.1.region007<br>['NRPS-like', 'transAT-PKS']<br>cycloheximide<br>0.67",BGC,2215.1,148.43,0.40
BGC0000175,65.0,True,"(2155.6, 108.0)",BGC0000175<br>Polyketide<br>cycloheximide,MIBIG (KnownClusterBlast),2155.6,108.0,0.40
NZ_CP059557.1.region009,66.0,True,"(3175.1, 748.43)",P7<br>NZ_CP059557.1.region009<br>['amglyccycl']<br>hydroxystreptomycin<br>0.50,BGC,3175.1,748.43,0.40
BGC0000690,66.0,True,"(3115.6, 708.0)",BGC0000690<br>Saccharide<br>hydroxystreptomycin,MIBIG (KnownClusterBlast),3115.6,708.0,0.40
NZ_CP059557.1.region010,14.0,True,"(2652.6, 966.22)",P7<br>NZ_CP059557.1.region010<br>['redox-cofactor']<br>lankacidin C<br>0.20,BGC,2652.6,966.22,0.40
NZ_CP059557.1.region011,67.0,True,"(353.94, 1560.2)","P7<br>NZ_CP059557.1.region011<br>['T1PKS', 'NRPS']<br>SGR PTMs<br>0.83",BGC,353.94,1560.2,0.40
BGC0001043,67.0,True,"(350.07, 1488.0)",BGC0001043<br>NRP;Polyketide<br>SGR PTMs;SGR PTM Compound b;SGR PTM Compound c;SGR PTM Compound d,MIBIG (KnownClusterBlast),350.07,1488.0,0.40
NZ_CP059557.1.region012,21.0,True,"(3175.1, 3148.4)","P7<br>NZ_CP059557.1.region012<br>['lassopeptide', 'RRE-containing']<br>ulleungmycin<br>0.06",BGC,3175.1,3148.4,0.40
BGC0001814,21.0,True,"(3115.6, 3108.0)",BGC0001814<br>NRP<br>ulleungmycin,MIBIG (KnownClusterBlast),3115.6,3108.0,0.40
NZ_CP059557.1.region013,68.0,True,"(1788.2, 2112.6)",P7<br>NZ_CP059557.1.region013<br>['T1PKS']<br>kedarcidin<br>0.05,BGC,1788.2,2112.6,0.40
BGC0000081,68.0,True,"(1882.6, 2150.9)",BGC0000081<br>NRP;Polyketide<br>kedarcidin,MIBIG (KnownClusterBlast),1882.6,2150.9,0.40
NZ_CP059557.1.region014,20.0,True,"(1013.9, 991.14)",P7<br>NZ_CP059557.1.region014<br>['terpene']<br>isorenieratene<br>0.57,BGC,1013.9,991.14,0.40
NZ_CP059557.1.region015,18.0,True,"(1418.4, 2372.2)",P7<br>NZ_CP059557.1.region015<br>['betalactone']<br>atolypene A / atolypene B<br>0.12,BGC,1418.4,2372.2,0.40
NZ_CP059557.1.region016,58.0,True,"(1585.5, 1394.8)",P7<br>NZ_CP059557.1.region016<br>['NAPAA']<br>thaxteramide C<br>0.08,BGC,1585.5,1394.8,0.40
NZ_CP059557.1.region017,10.0,True,"(1772.9, 1068.2)",P7<br>NZ_CP059557.1.region017<br>['terpene']<br>hopene<br>0.38,BGC,1772.9,1068.2,0.40
NZ_CP059557.1.region018,9.0,True,"(1842.6, 888.1)",P7<br>NZ_CP059557.1.region018<br>['terpene']<br>geosmin<br>1.00,BGC,1842.6,888.1,0.40
NZ_CP059557.1.region019,69.0,True,"(1875.4, 1214.4)",P7<br>NZ_CP059557.1.region019<br>['lassopeptide']<br>citrulassin E<br>0.67,BGC,1875.4,1214.4,0.40
BGC0001551,69.0,True,"(1964.1, 1218.9)",BGC0001551<br>RiPP<br>citrulassin E,MIBIG (KnownClusterBlast),1964.1,1218.9,0.40
NZ_CP059557.1.region021,70.0,True,"(1446.7, 1449.6)","P7<br>NZ_CP059557.1.region021<br>['ranthipeptide', 'T2PKS']<br>hiroshidine<br>0.59",BGC,1446.7,1449.6,0.40
BGC0001960,70.0,True,"(1435.7, 1351.9)",BGC0001960<br>Polyketide<br>hiroshidine,MIBIG (KnownClusterBlast),1435.7,1351.9,0.40
NZ_CP059557.1.region022,55.0,True,"(2543.9, 420.86)","P7<br>NZ_CP059557.1.region022<br>['lanthipeptide-class-ii', 'NRPS']<br>cinnamycin<br>0.52",BGC,2543.9,420.86,0.40
NZ_CP059557.1.region023,12.0,True,"(2176.9, 1432.5)",P7<br>NZ_CP059557.1.region023<br>['terpene']<br>SF2575<br>0.07,BGC,2176.9,1432.5,0.40
NZ_CP059557.1.region024,8.0,True,"(932.39, 1817.3)",P7<br>NZ_CP059557.1.region024<br>['indole']<br>fortimicin<br>0.05,BGC,932.39,1817.3,0.40
NZ_CP059557.1.region025,1.0,True,"(1763.9, 1721.5)",P7<br>NZ_CP059557.1.region025<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1763.9,1721.5,0.40
NZ_CP059556.1.region001,2.0,True,"(1460.4, 876.35)",P7<br>NZ_CP059556.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,1460.4,876.35,0.40
NZ_CP059556.1.region003,8.0,True,"(1336.8, 1843.5)","P7<br>NZ_CP059556.1.region003<br>['RRE-containing', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1336.8,1843.5,0.40
NZ_CP059556.1.region004,26.0,True,"(1259.7, 1507.7)",P7<br>NZ_CP059556.1.region004<br>['T1PKS']<br>nystatin A1<br>0.68,BGC,1259.7,1507.7,0.40
NZ_CP059556.1.region005,12.0,True,"(2168.1, 1408.9)",P7<br>NZ_CP059556.1.region005<br>['terpene']<br>SF2575<br>0.07,BGC,2168.1,1408.9,0.40
NZ_CP059556.1.region006,55.0,True,"(2591.2, 348.0)","P7<br>NZ_CP059556.1.region006<br>['NRPS', 'lanthipeptide-class-ii']<br>cinnamycin<br>0.52",BGC,2591.2,348.0,0.40
NZ_CP059556.1.region008,56.0,True,"(1904.0, 1399.4)","P7<br>NZ_CP059556.1.region008<br>['arylpolyene', 'CDPS']<br>herboxidiene<br>0.02",BGC,1904.0,1399.4,0.40
BGC0001065,56.0,True,"(1950.0, 1372.2)",BGC0001065<br>Polyketide<br>herboxidiene,MIBIG (KnownClusterBlast),1950.0,1372.2,0.40
NZ_CP059556.1.region009,71.0,True,"(1283.5, 1394.0)",P7<br>NZ_CP059556.1.region009<br>['NRPS']<br>thiazostatin / watasemycin A / watasemycin B / 2-hydroxyphenylthiazoline enantiopyochelin / isopyochelin<br>0.40,BGC,1283.5,1394.0,0.40
BGC0001801,71.0,True,"(1218.6, 1304.1)",BGC0001801<br>NRP<br>thiazostatin;watasemycin A;watasemycin B;2-hydroxyphenylthiazoline enantiopyochelin;isopyochelin,MIBIG (KnownClusterBlast),1218.6,1304.1,0.40
NZ_CP059556.1.region010,16.0,True,"(1229.9, 1563.4)","P7<br>NZ_CP059556.1.region010<br>['NRPS', 'T1PKS']<br>pactamides<br>0.33",BGC,1229.9,1563.4,0.40
NZ_CP059556.1.region011,10.0,True,"(1769.7, 1014.3)",P7<br>NZ_CP059556.1.region011<br>['terpene']<br>hopene<br>0.31,BGC,1769.7,1014.3,0.40
NZ_CP059556.1.region012,58.0,True,"(1497.5, 1301.0)",P7<br>NZ_CP059556.1.region012<br>['NAPAA']<br>polyoxin A / polyoxin H<br>0.05,BGC,1497.5,1301.0,0.40
BGC0000877,58.0,True,"(1416.6, 1208.6)",BGC0000877<br>Other<br>polyoxin A;polyoxin H,MIBIG (KnownClusterBlast),1416.6,1208.6,0.40
NZ_CP059556.1.region013,50.0,True,"(938.53, 678.0)",P7<br>NZ_CP059556.1.region013<br>['NRPS-like']<br>streptothricin<br>0.79,BGC,938.53,678.0,0.40
NZ_CP059556.1.region014,20.0,True,"(1018.9, 1035.0)",P7<br>NZ_CP059556.1.region014<br>['terpene']<br>isorenieratene<br>0.57,BGC,1018.9,1035.0,0.40
NZ_CP059556.1.region015,18.0,True,"(1369.7, 2361.4)",P7<br>NZ_CP059556.1.region015<br>['betalactone']<br>atolypene A / atolypene B<br>0.18,BGC,1369.7,2361.4,0.40
NZ_CP059556.1.region016,9.0,True,"(1833.2, 905.64)",P7<br>NZ_CP059556.1.region016<br>['terpene']<br>geosmin<br>1.00,BGC,1833.2,905.64,0.40
NZ_CP059556.1.region017,59.0,True,"(2153.9, 556.78)",P7<br>NZ_CP059556.1.region017<br>['T2PKS']<br>tetracenomycin C<br>0.33,BGC,2153.9,556.78,0.40
NZ_CP059556.1.region018,57.0,True,"(1830.5, 1207.1)","P7<br>NZ_CP059556.1.region018<br>['transAT-PKS', 'lassopeptide']<br>iso-migrastatin / migrastatin / dorrigocin A / dorrigocin B / 13-epi-dorrigocin A<br>0.91",BGC,1830.5,1207.1,0.40
NZ_CP059556.1.region019,72.0,True,"(3001.1, 390.2)",P7<br>NZ_CP059556.1.region019<br>['amglyccycl']<br>pyralomicin 1a<br>0.19,BGC,3001.1,390.2,0.40
BGC0001038,72.0,True,"(2942.5, 348.0)",BGC0001038<br>NRP;Polyketide<br>pyralomicin 1a,MIBIG (KnownClusterBlast),2942.5,348.0,0.40
NZ_CP059556.1.region020,73.0,True,"(2875.1, 3148.4)",P7<br>NZ_CP059556.1.region020<br>['T1PKS']<br>elaiophylin<br>0.08,BGC,2875.1,3148.4,0.40
BGC0000053,73.0,True,"(2815.6, 3108.0)",BGC0000053<br>Polyketide<br>elaiophylin,MIBIG (KnownClusterBlast),2815.6,3108.0,0.40
NZ_CP059556.1.region021,1.0,True,"(1739.0, 1669.8)",P7<br>NZ_CP059556.1.region021<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1739.0,1669.8,0.40
NZ_CP059556.1.region022,74.0,True,"(2305.1, 3148.4)",P7<br>NZ_CP059556.1.region022<br>['terpene']<br>prejadomycin / rabelomycin / gaudimycin C / gaudimycin D / UWM6 / gaudimycin A<br>0.06,BGC,2305.1,3148.4,0.40
BGC0000262,74.0,True,"(2245.6, 3108.0)",BGC0000262<br>Polyketide;Saccharide<br>prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A,MIBIG (KnownClusterBlast),2245.6,3108.0,0.40
NZ_CP059556.1.region023,18.0,True,"(1145.8, 2511.5)",P7<br>NZ_CP059556.1.region023<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1145.8,2511.5,0.40
NZ_VWPH01000001.1.region001,75.0,True,"(821.9, 3118.4)",P1<br>NZ_VWPH01000001.1.region001<br>['NRPS']<br>desotamide<br>0.09,BGC,821.9,3118.4,0.40
BGC0001196,75.0,True,"(762.33, 3078.0)",BGC0001196<br>NRP<br>desotamide,MIBIG (KnownClusterBlast),762.33,3078.0,0.40
NZ_VWPH01000001.1.region002,8.0,True,"(1090.3, 1792.9)","P1<br>NZ_VWPH01000001.1.region002<br>['indole', 'lanthipeptide-class-iv']<br>Sch-47554 / Sch-47555<br>0.07",BGC,1090.3,1792.9,0.40
NZ_VWPH01000001.1.region003,9.0,True,"(1925.4, 1096.0)",P1<br>NZ_VWPH01000001.1.region003<br>['terpene']<br>geosmin<br>1.00,BGC,1925.4,1096.0,0.40
NZ_VWPH01000010.1.region001,76.0,True,"(731.9, 2129.7)",P1<br>NZ_VWPH01000010.1.region001<br>['ranthipeptide']<br>porothramycin A<br>0.06,BGC,731.9,2129.7,0.40
BGC0000409,76.0,True,"(775.37, 2070.5)",BGC0000409<br>NRP<br>porothramycin A,MIBIG (KnownClusterBlast),775.37,2070.5,0.40
NZ_VWPH01000010.1.region002,15.0,True,"(2152.4, 1040.3)",P1<br>NZ_VWPH01000010.1.region002<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,2152.4,1040.3,0.40
NZ_VWPH01000010.1.region003,77.0,True,"(2981.9, 960.16)","P1<br>NZ_VWPH01000010.1.region003<br>['NRPS-like', 'NRPS']<br>telomycin<br>0.38",BGC,2981.9,960.16,0.40
BGC0001406,77.0,True,"(2978.0, 888.0)",BGC0001406<br>NRP<br>telomycin,MIBIG (KnownClusterBlast),2978.0,888.0,0.40
NZ_VWPH01000010.1.region004,16.0,True,"(1418.7, 1623.9)","P1<br>NZ_VWPH01000010.1.region004<br>['T1PKS', 'NRPS', 'RiPP-like']<br>heat-stable antifungal factor<br>0.38",BGC,1418.7,1623.9,0.40
NZ_VWPH01000012.1.region001,2.0,True,"(1382.8, 752.29)",P1<br>NZ_VWPH01000012.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,1382.8,752.29,0.40
NZ_VWPH01000014.1.region001,1.0,True,"(1806.0, 1692.9)",P1<br>NZ_VWPH01000014.1.region001<br>['NRPS']<br>cysteoamide<br>0.18,BGC,1806.0,1692.9,0.40
BGC0001567,1.0,True,"(1871.9, 1777.4)",BGC0001567<br>NRP<br>cysteoamide,MIBIG (KnownClusterBlast),1871.9,1777.4,0.40
NZ_VWPH01000016.1.region002,78.0,True,"(1361.9, 2970.2)",P1<br>NZ_VWPH01000016.1.region002<br>['T1PKS']<br>rifamycin<br>0.11,BGC,1361.9,2970.2,0.40
BGC0000136,78.0,True,"(1358.0, 2898.0)",BGC0000136<br>Polyketide<br>rifamycin,MIBIG (KnownClusterBlast),1358.0,2898.0,0.40
NZ_VWPH01000019.1.region001,14.0,True,"(2636.4, 1012.2)",P1<br>NZ_VWPH01000019.1.region001<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,2636.4,1012.2,0.40
NZ_VWPH01000004.1.region001,79.0,True,"(401.9, 1800.2)",P1<br>NZ_VWPH01000004.1.region001<br>['T1PKS']<br>cyclizidine<br>0.76,BGC,401.9,1800.2,0.40
BGC0001293,79.0,True,"(398.04, 1728.0)",BGC0001293<br>Polyketide<br>cyclizidine,MIBIG (KnownClusterBlast),398.04,1728.0,0.40
