,group,cluster,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_PDBV01000001.1.region020,44.0,True,"(1552.0, 1759.6)",P8<br>NZ_PDBV01000001.1.region020<br>['terpene']<br>geosmin<br>1.00,BGC,1552.0,1759.6,0.30
NZ_PDBV01000001.1.region021,22.0,True,"(1581.9, 515.07)",P8<br>NZ_PDBV01000001.1.region021<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40,BGC,1581.9,515.07,0.30
NZ_PDBV01000001.1.region022,45.0,True,"(2944.9, 509.14)",P8<br>NZ_PDBV01000001.1.region022<br>['T1PKS']<br>E-837<br>1.00,BGC,2944.9,509.14,0.30
NZ_PDBV01000001.1.region023,46.0,True,"(1826.9, 1488.5)",P8<br>NZ_PDBV01000001.1.region023<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1826.9,1488.5,0.30
NZ_PDBV01000001.1.region024,10.0,True,"(1221.4, 1880.0)","P8<br>NZ_PDBV01000001.1.region024<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46",BGC,1221.4,1880.0,0.30
NZ_PDBV01000001.1.region027,47.0,True,"(1676.0, 2626.7)",P8<br>NZ_PDBV01000001.1.region027<br>['hglE-KS']<br>oxalomycin B<br>0.06,BGC,1676.0,2626.7,0.30
NZ_PDBV01000001.1.region028,48.0,True,"(2995.4, 1760.1)","P8<br>NZ_PDBV01000001.1.region028<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.11",BGC,2995.4,1760.1,0.30
NZ_PDBV01000001.1.region029,49.0,True,"(450.9, 342.51)",P8<br>NZ_PDBV01000001.1.region029<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,450.9,342.51,0.30
NZ_PDBV01000001.1.region030,18.0,True,"(2393.9, 2677.5)",P8<br>NZ_PDBV01000001.1.region030<br>['terpene']<br>brasilicardin A<br>0.38,BGC,2393.9,2677.5,0.30
NZ_PDBV01000001.1.region031,50.0,True,"(1813.9, 3002.0)","P8<br>NZ_PDBV01000001.1.region031<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19",BGC,1813.9,3002.0,0.30
NZ_PDBV01000001.1.region032,51.0,True,"(508.92, 3002.0)",P8<br>NZ_PDBV01000001.1.region032<br>['thiopeptide']<br>azinomycin B<br>0.06,BGC,508.92,3002.0,0.30
NZ_PDBV01000001.1.region033,52.0,True,"(490.77, 2628.8)","P8<br>NZ_PDBV01000001.1.region033<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05",BGC,490.77,2628.8,0.30
NZ_PDBV01000001.1.region034,23.0,True,"(1539.6, 1465.2)",P8<br>NZ_PDBV01000001.1.region034<br>['T1PKS']<br>branched-chain fatty acids<br>0.75,BGC,1539.6,1465.2,0.30
NZ_FOZX01000016.1.region001,1.0,True,"(1450.4, 1364.2)",P5<br>NZ_FOZX01000016.1.region001<br>['NRPS']<br>pepticinnamin E<br>0.07,BGC,1450.4,1364.2,0.30
NZ_FOZX01000017.1.region001,57.0,True,"(508.9, 2381.2)",P5<br>NZ_FOZX01000017.1.region001<br>['T3PKS']<br>alkylresorcinol<br>1.00,BGC,508.9,2381.2,0.30
BGC0000282,57.0,True,"(505.04, 2309.0)",BGC0000282<br>Polyketide<br>alkylresorcinol,MIBIG (KnownClusterBlast),505.04,2309.0,0.30
NZ_FOZX01000011.1.region001,9.0,True,"(1199.4, 2020.9)",P5<br>NZ_FOZX01000011.1.region001<br>['terpene']<br>geosmin<br>1.00,BGC,1199.4,2020.9,0.30
NZ_FOZX01000011.1.region002,10.0,True,"(1037.8, 1933.5)",P5<br>NZ_FOZX01000011.1.region002<br>['terpene']<br>hopene<br>0.46,BGC,1037.8,1933.5,0.30
NZ_FOZX01000002.1.region001,2.0,True,"(2368.2, 583.04)",P5<br>NZ_FOZX01000002.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2368.2,583.04,0.30
NZ_FOZX01000003.1.region001,27.0,True,"(1772.1, 1378.5)","P5<br>NZ_FOZX01000003.1.region001<br>['T1PKS', 'NRPS-like']<br>nystatin A1<br>0.68",BGC,1772.1,1378.5,0.30
BGC0000115,27.0,True,"(1766.3, 1292.8)",BGC0000115<br>Polyketide;Saccharide<br>nystatin A1,MIBIG (KnownClusterBlast),1766.3,1292.8,0.30
NZ_FOZX01000003.1.region002,30.0,True,"(1722.1, 1375.0)",P5<br>NZ_FOZX01000003.1.region002<br>['lanthipeptide-class-iii']<br>fusaricidin B<br>0.25,BGC,1722.1,1375.0,0.30
NZ_FOZX01000003.1.region003,29.0,True,"(741.52, 2291.6)",P5<br>NZ_FOZX01000003.1.region003<br>['siderophore']<br>staphylobactin<br>0.25,BGC,741.52,2291.6,0.30
NZ_FOZX01000004.1.region001,21.0,True,"(989.87, 1500.0)",P5<br>NZ_FOZX01000004.1.region001<br>['terpene']<br>SF2575<br>0.07,BGC,989.87,1500.0,0.30
NZ_FOZX01000004.1.region003,14.0,True,"(1748.2, 2453.2)",P5<br>NZ_FOZX01000004.1.region003<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1748.2,2453.2,0.30
NZ_FOZX01000001.1.region001,32.0,True,"(2094.0, 2783.7)",P5<br>NZ_FOZX01000001.1.region001<br>['arylpolyene']<br>saquayamycin A<br>0.05,BGC,2094.0,2783.7,0.30
NZ_FOZX01000001.1.region002,28.0,True,"(2643.1, 1797.6)","P5<br>NZ_FOZX01000001.1.region002<br>['T3PKS', 'NRPS', 'T1PKS']<br>antimycin<br>0.94",BGC,2643.1,1797.6,0.30
NZ_FOZX01000009.1.region001,8.0,True,"(2171.1, 2195.0)",P5<br>NZ_FOZX01000009.1.region001<br>['indole']<br>fortimicin<br>0.09,BGC,2171.1,2195.0,0.30
NZ_FOZX01000007.1.region001,25.0,True,"(1657.4, 1462.7)","P5<br>NZ_FOZX01000007.1.region001<br>['T1PKS', 'transAT-PKS', 'NRPS-like', 'T3PKS', 'NRPS']<br>totopotensamide A / totopotensamide B<br>0.56",BGC,1657.4,1462.7,0.30
NZ_FOZX01000010.1.region001,20.0,True,"(1901.0, 890.79)",P5<br>NZ_FOZX01000010.1.region001<br>['terpene']<br>isorenieratene<br>0.71,BGC,1901.0,890.79,0.30
NZ_JACHIV010000001.1.region001,58.0,True,"(1496.2, 1173.4)","P7<br>NZ_JACHIV010000001.1.region001<br>['thioamide-NRP', 'ladderane', 'NRPS']<br>atratumycin<br>0.32",BGC,1496.2,1173.4,0.30
BGC0001975,58.0,True,"(1386.0, 1167.0)",BGC0001975<br>NRP<br>atratumycin,MIBIG (KnownClusterBlast),1386.0,1167.0,0.30
NZ_JACHIV010000001.1.region002,18.0,True,"(2443.2, 2578.3)",P7<br>NZ_JACHIV010000001.1.region002<br>['terpene']<br>brasilicardin A<br>0.38,BGC,2443.2,2578.3,0.30
NZ_JACHIV010000001.1.region003,1.0,True,"(1419.5, 1411.1)",P7<br>NZ_JACHIV010000001.1.region003<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1419.5,1411.1,0.30
NZ_JACHIV010000001.1.region004,8.0,True,"(2126.9, 2167.0)",P7<br>NZ_JACHIV010000001.1.region004<br>['indole']<br>fortimicin<br>0.07,BGC,2126.9,2167.0,0.30
NZ_JACHIV010000001.1.region005,21.0,True,"(920.54, 1550.9)",P7<br>NZ_JACHIV010000001.1.region005<br>['terpene']<br>SF2575<br>0.07,BGC,920.54,1550.9,0.30
NZ_JACHIV010000001.1.region006,59.0,True,"(1803.1, 352.66)","P7<br>NZ_JACHIV010000001.1.region006<br>['NRPS', 'lanthipeptide-class-ii']<br>cinnamycin<br>0.52",BGC,1803.1,352.66,0.30
BGC0000503,59.0,True,"(1744.4, 314.05)",BGC0000503<br>RiPP<br>cinnamycin,MIBIG (KnownClusterBlast),1744.4,314.05,0.30
NZ_JACHIV010000001.1.region008,60.0,True,"(1281.6, 1617.9)",P7<br>NZ_JACHIV010000001.1.region008<br>['arylpolyene']<br>abyssomicin M / abyssomicin N / abyssomicin O / abyssomicin P / abyssomicin Q / abyssomicin R / abyssomicin S / abyssomicin T / abyssomicin U / abyssomicin V / abyssomicin W / abyssomicin X<br>0.06,BGC,1281.6,1617.9,0.30
BGC0001492,60.0,True,"(1246.4, 1653.7)",BGC0001492<br>Polyketide<br>abyssomicin M;abyssomicin N;abyssomicin O;abyssomicin P;abyssomicin Q;abyssomicin R;abyssomicin S;abyssomicin T;abyssomicin U;abyssomicin V;abyssomicin W;abyssomicin X,MIBIG (KnownClusterBlast),1246.4,1653.7,0.30
NZ_JACHIV010000001.1.region009,61.0,True,"(1425.2, 1901.7)","P7<br>NZ_JACHIV010000001.1.region009<br>['lassopeptide', 'transAT-PKS']<br>iso-migrastatin / migrastatin / dorrigocin A / dorrigocin B / 13-epi-dorrigocin A<br>0.91",BGC,1425.2,1901.7,0.30
BGC0000177,61.0,True,"(1426.5, 1964.6)",BGC0000177<br>Polyketide<br>iso-migrastatin;migrastatin;dorrigocin A;dorrigocin B;13-epi-dorrigocin A,MIBIG (KnownClusterBlast),1426.5,1964.6,0.30
NZ_JACHIV010000001.1.region010,9.0,True,"(1174.1, 2176.9)",P7<br>NZ_JACHIV010000001.1.region010<br>['terpene']<br>geosmin<br>1.00,BGC,1174.1,2176.9,0.30
NZ_JACHIV010000001.1.region011,10.0,True,"(1111.0, 1926.8)",P7<br>NZ_JACHIV010000001.1.region011<br>['terpene']<br>hopene<br>0.31,BGC,1111.0,1926.8,0.30
NZ_JACHIV010000001.1.region012,62.0,True,"(1680.1, 1744.6)",P7<br>NZ_JACHIV010000001.1.region012<br>['NAPAA']<br>thaxteramide C<br>0.08,BGC,1680.1,1744.6,0.30
BGC0002025,62.0,True,"(1741.1, 1828.7)",BGC0002025<br>NRP;Polyketide<br>thaxteramide C,MIBIG (KnownClusterBlast),1741.1,1828.7,0.30
NZ_JACHIV010000001.1.region013,18.0,True,"(2703.7, 2371.4)",P7<br>NZ_JACHIV010000001.1.region013<br>['betalactone']<br>atolypene A / atolypene B<br>0.12,BGC,2703.7,2371.4,0.30
NZ_JACHIV010000001.1.region014,20.0,True,"(1832.9, 782.01)",P7<br>NZ_JACHIV010000001.1.region014<br>['terpene']<br>isorenieratene<br>0.57,BGC,1832.9,782.01,0.30
NZ_JACHIV010000001.1.region015,63.0,True,"(1230.1, 482.0)",P7<br>NZ_JACHIV010000001.1.region015<br>['T2PKS']<br>tetracenomycin C<br>0.33,BGC,1230.1,482.0,0.30
BGC0000275,63.0,True,"(1160.4, 501.17)",BGC0000275<br>Polyketide<br>tetracenomycin C,MIBIG (KnownClusterBlast),1160.4,501.17,0.30
NZ_JACHIV010000001.1.region016,64.0,True,"(1073.4, 232.43)","P7<br>NZ_JACHIV010000001.1.region016<br>['CDPS', 'terpene']<br>CDA1b / CDA2a / CDA2b / CDA3a / CDA3b / CDA4a / CDA4b<br>0.07",BGC,1073.4,232.43,0.30
BGC0000315,64.0,True,"(1013.8, 192.0)",BGC0000315<br>NRP<br>CDA1b;CDA2a;CDA2b;CDA3a;CDA3b;CDA4a;CDA4b,MIBIG (KnownClusterBlast),1013.8,192.0,0.30
NZ_JACHIV010000001.1.region018,65.0,True,"(580.37, 931.16)","P7<br>NZ_JACHIV010000001.1.region018<br>['NRPS-like', 'NRPS']<br>ashimides<br>0.08",BGC,580.37,931.16,0.30
BGC0001961,65.0,True,"(576.51, 859.0)",BGC0001961,MIBIG (KnownClusterBlast),576.51,859.0,0.30
NZ_JACHIV010000001.1.region019,27.0,True,"(1731.8, 1391.5)",P7<br>NZ_JACHIV010000001.1.region019<br>['T1PKS']<br>nystatin A1<br>0.64,BGC,1731.8,1391.5,0.30
NZ_JACHIV010000001.1.region020,66.0,True,"(1791.4, 1431.1)",P7<br>NZ_JACHIV010000001.1.region020<br>['T1PKS']<br>kanglemycin A / kanglemycin V1 / kanglemycin V2<br>0.09,BGC,1791.4,1431.1,0.30
BGC0002009,66.0,True,"(1844.7, 1393.6)",BGC0002009<br>Polyketide<br>kanglemycin A;kanglemycin V1;kanglemycin V2,MIBIG (KnownClusterBlast),1844.7,1393.6,0.30
NZ_JACHIV010000001.1.region022,46.0,True,"(1973.3, 1369.1)","P7<br>NZ_JACHIV010000001.1.region022<br>['lanthipeptide-class-iii', 'RRE-containing']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1973.3,1369.1,0.30
NZ_JACHIV010000001.1.region023,2.0,True,"(2325.2, 565.27)",P7<br>NZ_JACHIV010000001.1.region023<br>['ectoine']<br>ectoine<br>1.00,BGC,2325.2,565.27,0.30
NZ_CP059557.1.region001,2.0,True,"(2291.5, 540.18)",P7<br>NZ_CP059557.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2291.5,540.18,0.30
NZ_CP059557.1.region002,46.0,True,"(1974.8, 1406.7)","P7<br>NZ_CP059557.1.region002<br>['RRE-containing', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1974.8,1406.7,0.30
NZ_CP059557.1.region003,66.0,True,"(1763.9, 1417.7)",P7<br>NZ_CP059557.1.region003<br>['T1PKS']<br>kanglemycin A / kanglemycin V1 / kanglemycin V2<br>0.09,BGC,1763.9,1417.7,0.30
NZ_CP059557.1.region004,27.0,True,"(1721.5, 1289.2)",P7<br>NZ_CP059557.1.region004<br>['T1PKS']<br>nystatin A1<br>0.77,BGC,1721.5,1289.2,0.30
NZ_CP059557.1.region005,67.0,True,"(231.13, 957.43)","P7<br>NZ_CP059557.1.region005<br>['butyrolactone', 'RiPP-like']<br>viguiepinol<br>0.13",BGC,231.13,957.43,0.30
BGC0000286,67.0,True,"(171.55, 917.0)",BGC0000286<br>Polyketide<br>viguiepinol,MIBIG (KnownClusterBlast),171.55,917.0,0.30
NZ_CP059557.1.region006,68.0,True,"(202.13, 841.43)",P7<br>NZ_CP059557.1.region006<br>['hglE-KS']<br>goadsporin<br>0.12,BGC,202.13,841.43,0.30
BGC0000565,68.0,True,"(142.55, 801.0)",BGC0000565<br>RiPP<br>goadsporin,MIBIG (KnownClusterBlast),142.55,801.0,0.30
NZ_CP059557.1.region007,69.0,True,"(202.13, 696.43)","P7<br>NZ_CP059557.1.region007<br>['NRPS-like', 'transAT-PKS']<br>cycloheximide<br>0.67",BGC,202.13,696.43,0.30
BGC0000175,69.0,True,"(142.55, 656.0)",BGC0000175<br>Polyketide<br>cycloheximide,MIBIG (KnownClusterBlast),142.55,656.0,0.30
NZ_CP059557.1.region009,70.0,True,"(202.13, 116.43)",P7<br>NZ_CP059557.1.region009<br>['amglyccycl']<br>hydroxystreptomycin<br>0.50,BGC,202.13,116.43,0.30
BGC0000690,70.0,True,"(142.55, 76.0)",BGC0000690<br>Saccharide<br>hydroxystreptomycin,MIBIG (KnownClusterBlast),142.55,76.0,0.30
NZ_CP059557.1.region010,14.0,True,"(1791.1, 2313.1)",P7<br>NZ_CP059557.1.region010<br>['redox-cofactor']<br>lankacidin C<br>0.20,BGC,1791.1,2313.1,0.30
NZ_CP059557.1.region011,71.0,True,"(403.94, 2149.2)","P7<br>NZ_CP059557.1.region011<br>['T1PKS', 'NRPS']<br>SGR PTMs<br>0.83",BGC,403.94,2149.2,0.30
BGC0001043,71.0,True,"(400.07, 2077.0)",BGC0001043<br>NRP;Polyketide<br>SGR PTMs;SGR PTM Compound b;SGR PTM Compound c;SGR PTM Compound d,MIBIG (KnownClusterBlast),400.07,2077.0,0.30
NZ_CP059557.1.region012,22.0,True,"(1072.1, 116.43)","P7<br>NZ_CP059557.1.region012<br>['lassopeptide', 'RRE-containing']<br>ulleungmycin<br>0.06",BGC,1072.1,116.43,0.30
BGC0001814,22.0,True,"(1012.6, 76.0)",BGC0001814<br>NRP<br>ulleungmycin,MIBIG (KnownClusterBlast),1012.6,76.0,0.30
NZ_CP059557.1.region013,72.0,True,"(2421.8, 1138.2)",P7<br>NZ_CP059557.1.region013<br>['T1PKS']<br>kedarcidin<br>0.05,BGC,2421.8,1138.2,0.30
BGC0000081,72.0,True,"(2423.1, 1219.6)",BGC0000081<br>NRP;Polyketide<br>kedarcidin,MIBIG (KnownClusterBlast),2423.1,1219.6,0.30
NZ_CP059557.1.region014,20.0,True,"(1795.9, 790.81)",P7<br>NZ_CP059557.1.region014<br>['terpene']<br>isorenieratene<br>0.57,BGC,1795.9,790.81,0.30
NZ_CP059557.1.region015,18.0,True,"(2705.3, 2323.3)",P7<br>NZ_CP059557.1.region015<br>['betalactone']<br>atolypene A / atolypene B<br>0.12,BGC,2705.3,2323.3,0.30
NZ_CP059557.1.region016,62.0,True,"(1710.7, 1751.7)",P7<br>NZ_CP059557.1.region016<br>['NAPAA']<br>thaxteramide C<br>0.08,BGC,1710.7,1751.7,0.30
NZ_CP059557.1.region017,10.0,True,"(1111.4, 1863.8)",P7<br>NZ_CP059557.1.region017<br>['terpene']<br>hopene<br>0.38,BGC,1111.4,1863.8,0.30
NZ_CP059557.1.region018,9.0,True,"(1197.9, 2180.7)",P7<br>NZ_CP059557.1.region018<br>['terpene']<br>geosmin<br>1.00,BGC,1197.9,2180.7,0.30
NZ_CP059557.1.region019,73.0,True,"(1345.2, 1904.7)",P7<br>NZ_CP059557.1.region019<br>['lassopeptide']<br>citrulassin E<br>0.67,BGC,1345.2,1904.7,0.30
BGC0001551,73.0,True,"(1414.0, 1958.5)",BGC0001551<br>RiPP<br>citrulassin E,MIBIG (KnownClusterBlast),1414.0,1958.5,0.30
NZ_CP059557.1.region021,74.0,True,"(1805.0, 1392.7)","P7<br>NZ_CP059557.1.region021<br>['ranthipeptide', 'T2PKS']<br>hiroshidine<br>0.59",BGC,1805.0,1392.7,0.30
BGC0001960,74.0,True,"(1894.8, 1392.3)",BGC0001960<br>Polyketide<br>hiroshidine,MIBIG (KnownClusterBlast),1894.8,1392.3,0.30
NZ_CP059557.1.region022,59.0,True,"(1737.9, 387.68)","P7<br>NZ_CP059557.1.region022<br>['lanthipeptide-class-ii', 'NRPS']<br>cinnamycin<br>0.52",BGC,1737.9,387.68,0.30
NZ_CP059557.1.region023,21.0,True,"(953.7, 1508.2)",P7<br>NZ_CP059557.1.region023<br>['terpene']<br>SF2575<br>0.07,BGC,953.7,1508.2,0.30
NZ_CP059557.1.region024,8.0,True,"(2086.8, 2184.0)",P7<br>NZ_CP059557.1.region024<br>['indole']<br>fortimicin<br>0.05,BGC,2086.8,2184.0,0.30
NZ_CP059557.1.region025,1.0,True,"(1415.1, 1430.2)",P7<br>NZ_CP059557.1.region025<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1415.1,1430.2,0.30
NZ_CP059556.1.region001,2.0,True,"(2256.5, 558.3)",P7<br>NZ_CP059556.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2256.5,558.3,0.30
NZ_CP059556.1.region003,46.0,True,"(1988.4, 1406.3)","P7<br>NZ_CP059556.1.region003<br>['RRE-containing', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1988.4,1406.3,0.30
NZ_CP059556.1.region004,27.0,True,"(1753.6, 1186.1)",P7<br>NZ_CP059556.1.region004<br>['T1PKS']<br>nystatin A1<br>0.68,BGC,1753.6,1186.1,0.30
NZ_CP059556.1.region005,21.0,True,"(929.43, 1536.9)",P7<br>NZ_CP059556.1.region005<br>['terpene']<br>SF2575<br>0.07,BGC,929.43,1536.9,0.30
NZ_CP059556.1.region006,59.0,True,"(1809.5, 279.0)","P7<br>NZ_CP059556.1.region006<br>['NRPS', 'lanthipeptide-class-ii']<br>cinnamycin<br>0.52",BGC,1809.5,279.0,0.30
NZ_CP059556.1.region008,60.0,True,"(1265.0, 1606.4)","P7<br>NZ_CP059556.1.region008<br>['arylpolyene', 'CDPS']<br>herboxidiene<br>0.02",BGC,1265.0,1606.4,0.30
BGC0001065,60.0,True,"(1202.1, 1567.5)",BGC0001065<br>Polyketide<br>herboxidiene,MIBIG (KnownClusterBlast),1202.1,1567.5,0.30
NZ_CP059556.1.region009,75.0,True,"(1826.5, 1214.9)",P7<br>NZ_CP059556.1.region009<br>['NRPS']<br>thiazostatin / watasemycin A / watasemycin B / 2-hydroxyphenylthiazoline enantiopyochelin / isopyochelin<br>0.40,BGC,1826.5,1214.9,0.30
BGC0001801,75.0,True,"(1849.2, 1112.6)",BGC0001801<br>NRP<br>thiazostatin;watasemycin A;watasemycin B;2-hydroxyphenylthiazoline enantiopyochelin;isopyochelin,MIBIG (KnownClusterBlast),1849.2,1112.6,0.30
NZ_CP059556.1.region010,16.0,True,"(1892.6, 1714.8)","P7<br>NZ_CP059556.1.region010<br>['NRPS', 'T1PKS']<br>pactamides<br>0.33",BGC,1892.6,1714.8,0.30
NZ_CP059556.1.region011,10.0,True,"(1083.9, 1877.1)",P7<br>NZ_CP059556.1.region011<br>['terpene']<br>hopene<br>0.31,BGC,1083.9,1877.1,0.30
NZ_CP059556.1.region012,62.0,True,"(1782.9, 1833.3)",P7<br>NZ_CP059556.1.region012<br>['NAPAA']<br>polyoxin A / polyoxin H<br>0.05,BGC,1782.9,1833.3,0.30
BGC0000877,62.0,True,"(1849.1, 1906.5)",BGC0000877<br>Other<br>polyoxin A;polyoxin H,MIBIG (KnownClusterBlast),1849.1,1906.5,0.30
NZ_CP059556.1.region013,53.0,True,"(3005.5, 2686.0)",P7<br>NZ_CP059556.1.region013<br>['NRPS-like']<br>streptothricin<br>0.79,BGC,3005.5,2686.0,0.30
NZ_CP059556.1.region014,20.0,True,"(1805.6, 835.92)",P7<br>NZ_CP059556.1.region014<br>['terpene']<br>isorenieratene<br>0.57,BGC,1805.6,835.92,0.30
NZ_CP059556.1.region015,18.0,True,"(2659.6, 2301.0)",P7<br>NZ_CP059556.1.region015<br>['betalactone']<br>atolypene A / atolypene B<br>0.18,BGC,2659.6,2301.0,0.30
NZ_CP059556.1.region016,9.0,True,"(1137.7, 2137.0)",P7<br>NZ_CP059556.1.region016<br>['terpene']<br>geosmin<br>1.00,BGC,1137.7,2137.0,0.30
NZ_CP059556.1.region017,63.0,True,"(1099.9, 540.78)",P7<br>NZ_CP059556.1.region017<br>['T2PKS']<br>tetracenomycin C<br>0.33,BGC,1099.9,540.78,0.30
NZ_CP059556.1.region018,61.0,True,"(1356.1, 1912.2)","P7<br>NZ_CP059556.1.region018<br>['transAT-PKS', 'lassopeptide']<br>iso-migrastatin / migrastatin / dorrigocin A / dorrigocin B / 13-epi-dorrigocin A<br>0.91",BGC,1356.1,1912.2,0.30
NZ_CP059556.1.region019,76.0,True,"(2189.5, 395.0)",P7<br>NZ_CP059556.1.region019<br>['amglyccycl']<br>pyralomicin 1a<br>0.19,BGC,2189.5,395.0,0.30
BGC0001038,76.0,True,"(2119.8, 414.17)",BGC0001038<br>NRP;Polyketide<br>pyralomicin 1a,MIBIG (KnownClusterBlast),2119.8,414.17,0.30
NZ_CP059556.1.region020,77.0,True,"(1391.1, 116.43)",P7<br>NZ_CP059556.1.region020<br>['T1PKS']<br>elaiophylin<br>0.08,BGC,1391.1,116.43,0.30
BGC0000053,77.0,True,"(1331.6, 76.0)",BGC0000053<br>Polyketide<br>elaiophylin,MIBIG (KnownClusterBlast),1331.6,76.0,0.30
NZ_CP059556.1.region021,1.0,True,"(1483.0, 1427.5)",P7<br>NZ_CP059556.1.region021<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1483.0,1427.5,0.30
NZ_CP059556.1.region022,78.0,True,"(2754.1, 87.433)",P7<br>NZ_CP059556.1.region022<br>['terpene']<br>prejadomycin / rabelomycin / gaudimycin C / gaudimycin D / UWM6 / gaudimycin A<br>0.06,BGC,2754.1,87.433,0.30
BGC0000262,78.0,True,"(2694.6, 47.0)",BGC0000262<br>Polyketide;Saccharide<br>prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A,MIBIG (KnownClusterBlast),2694.6,47.0,0.30
NZ_CP059556.1.region023,18.0,True,"(2486.2, 2556.0)",P7<br>NZ_CP059556.1.region023<br>['terpene']<br>brasilicardin A<br>0.38,BGC,2486.2,2556.0,0.30
NZ_VWPH01000001.1.region001,79.0,True,"(276.9, 2494.4)",P1<br>NZ_VWPH01000001.1.region001<br>['NRPS']<br>desotamide<br>0.09,BGC,276.9,2494.4,0.30
BGC0001196,79.0,True,"(217.33, 2454.0)",BGC0001196<br>NRP<br>desotamide,MIBIG (KnownClusterBlast),217.33,2454.0,0.30
NZ_VWPH01000001.1.region002,8.0,True,"(2190.3, 1458.2)","P1<br>NZ_VWPH01000001.1.region002<br>['indole', 'lanthipeptide-class-iv']<br>Sch-47554 / Sch-47555<br>0.07",BGC,2190.3,1458.2,0.30
NZ_VWPH01000001.1.region003,9.0,True,"(1259.7, 2036.4)",P1<br>NZ_VWPH01000001.1.region003<br>['terpene']<br>geosmin<br>1.00,BGC,1259.7,2036.4,0.30
NZ_VWPH01000010.1.region001,80.0,True,"(827.9, 2875.7)",P1<br>NZ_VWPH01000010.1.region001<br>['ranthipeptide']<br>porothramycin A<br>0.06,BGC,827.9,2875.7,0.30
BGC0000409,80.0,True,"(871.37, 2816.5)",BGC0000409<br>NRP<br>porothramycin A,MIBIG (KnownClusterBlast),871.37,2816.5,0.30
NZ_VWPH01000010.1.region002,15.0,True,"(1429.9, 2183.4)",P1<br>NZ_VWPH01000010.1.region002<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,1429.9,2183.4,0.30
NZ_VWPH01000010.1.region003,81.0,True,"(450.9, 757.16)","P1<br>NZ_VWPH01000010.1.region003<br>['NRPS-like', 'NRPS']<br>telomycin<br>0.38",BGC,450.9,757.16,0.30
BGC0001406,81.0,True,"(447.04, 685.0)",BGC0001406<br>NRP<br>telomycin,MIBIG (KnownClusterBlast),447.04,685.0,0.30
NZ_VWPH01000010.1.region004,16.0,True,"(1779.8, 1544.1)","P1<br>NZ_VWPH01000010.1.region004<br>['T1PKS', 'NRPS', 'RiPP-like']<br>heat-stable antifungal factor<br>0.38",BGC,1779.8,1544.1,0.30
NZ_VWPH01000012.1.region001,2.0,True,"(2308.2, 660.16)",P1<br>NZ_VWPH01000012.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2308.2,660.16,0.30
NZ_VWPH01000014.1.region001,1.0,True,"(1420.8, 1347.4)",P1<br>NZ_VWPH01000014.1.region001<br>['NRPS']<br>cysteoamide<br>0.18,BGC,1420.8,1347.4,0.30
BGC0001567,1.0,True,"(1432.6, 1245.1)",BGC0001567<br>NRP<br>cysteoamide,MIBIG (KnownClusterBlast),1432.6,1245.1,0.30
NZ_VWPH01000016.1.region002,82.0,True,"(1001.9, 380.16)",P1<br>NZ_VWPH01000016.1.region002<br>['T1PKS']<br>rifamycin<br>0.11,BGC,1001.9,380.16,0.30
BGC0000136,82.0,True,"(998.04, 308.0)",BGC0000136<br>Polyketide<br>rifamycin,MIBIG (KnownClusterBlast),998.04,308.0,0.30
NZ_VWPH01000019.1.region001,14.0,True,"(1823.3, 2433.8)",P1<br>NZ_VWPH01000019.1.region001<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1823.3,2433.8,0.30
NZ_VWPH01000004.1.region001,83.0,True,"(3118.9, 2091.2)",P1<br>NZ_VWPH01000004.1.region001<br>['T1PKS']<br>cyclizidine<br>0.76,BGC,3118.9,2091.2,0.30
